Year,Region,variable,value
1961-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1961-01-01,Southern Europe,ins_adj_usd_damages,0.0
1961-01-01,Melanesia,ins_adj_usd_damages,0.0
1961-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1961-01-01,Polynesia,ins_adj_usd_damages,0.0
1961-01-01,Northern Europe,ins_adj_usd_damages,0.0
1961-01-01,Western Asia,ins_adj_usd_damages,0.0
1961-01-01,Micronesia,ins_adj_usd_damages,0.0
1961-01-01,Southern Africa,ins_adj_usd_damages,0.0
1961-01-01,Middle Africa,ins_adj_usd_damages,0.0
1961-01-01,Russian Federation,ins_adj_usd_damages,0.0
1961-01-01,Central Asia,ins_adj_usd_damages,0.0
1962-01-01,Western Africa,ins_adj_usd_damages,0.0
1962-01-01,Southern Asia,ins_adj_usd_damages,0.0
1962-01-01,Central America,ins_adj_usd_damages,0.0
1962-01-01,Northern America,ins_adj_usd_damages,0.0
1962-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1962-01-01,South America,ins_adj_usd_damages,0.0
1962-01-01,Western Europe,ins_adj_usd_damages,0.0
1962-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1962-01-01,Caribbean,ins_adj_usd_damages,0.0
1962-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1962-01-01,Northern Africa,ins_adj_usd_damages,0.0
1962-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1962-01-01,Southern Europe,ins_adj_usd_damages,0.0
1962-01-01,Melanesia,ins_adj_usd_damages,0.0
1962-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1962-01-01,Polynesia,ins_adj_usd_damages,0.0
1962-01-01,Northern Europe,ins_adj_usd_damages,0.0
1962-01-01,Western Asia,ins_adj_usd_damages,0.0
1962-01-01,Micronesia,ins_adj_usd_damages,0.0
1962-01-01,Southern Africa,ins_adj_usd_damages,0.0
1962-01-01,Middle Africa,ins_adj_usd_damages,0.0
1962-01-01,Russian Federation,ins_adj_usd_damages,0.0
1962-01-01,Central Asia,ins_adj_usd_damages,0.0
1963-01-01,Western Africa,ins_adj_usd_damages,0.0
1963-01-01,Southern Asia,ins_adj_usd_damages,0.0
1963-01-01,Central America,ins_adj_usd_damages,0.0
1963-01-01,Northern America,ins_adj_usd_damages,0.0
1963-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1963-01-01,South America,ins_adj_usd_damages,0.0
1963-01-01,Western Europe,ins_adj_usd_damages,0.0
1963-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1963-01-01,Caribbean,ins_adj_usd_damages,0.0
1963-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1963-01-01,Northern Africa,ins_adj_usd_damages,0.0
1963-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1963-01-01,Southern Europe,ins_adj_usd_damages,0.0
1963-01-01,Melanesia,ins_adj_usd_damages,0.0
1963-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1963-01-01,Polynesia,ins_adj_usd_damages,0.0
1963-01-01,Northern Europe,ins_adj_usd_damages,0.0
1963-01-01,Western Asia,ins_adj_usd_damages,0.0
1963-01-01,Micronesia,ins_adj_usd_damages,0.0
1963-01-01,Southern Africa,ins_adj_usd_damages,0.0
1963-01-01,Middle Africa,ins_adj_usd_damages,0.0
1963-01-01,Russian Federation,ins_adj_usd_damages,0.0
1963-01-01,Central Asia,ins_adj_usd_damages,0.0
1964-01-01,Western Africa,ins_adj_usd_damages,0.0
1964-01-01,Southern Asia,ins_adj_usd_damages,0.0
1964-01-01,Central America,ins_adj_usd_damages,0.0
1964-01-01,Northern America,ins_adj_usd_damages,0.0
1964-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1964-01-01,South America,ins_adj_usd_damages,0.0
1964-01-01,Western Europe,ins_adj_usd_damages,0.0
1964-01-01,Eastern Asia,ins_adj_usd_damages,59921.406800000004
1964-01-01,Caribbean,ins_adj_usd_damages,0.0
1964-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1964-01-01,Northern Africa,ins_adj_usd_damages,0.0
1964-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1964-01-01,Southern Europe,ins_adj_usd_damages,0.0
1964-01-01,Melanesia,ins_adj_usd_damages,0.0
1964-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1964-01-01,Polynesia,ins_adj_usd_damages,0.0
1964-01-01,Northern Europe,ins_adj_usd_damages,0.0
1964-01-01,Western Asia,ins_adj_usd_damages,0.0
1964-01-01,Micronesia,ins_adj_usd_damages,0.0
1964-01-01,Southern Africa,ins_adj_usd_damages,0.0
1964-01-01,Middle Africa,ins_adj_usd_damages,0.0
1964-01-01,Russian Federation,ins_adj_usd_damages,0.0
1964-01-01,Central Asia,ins_adj_usd_damages,0.0
1965-01-01,Western Africa,ins_adj_usd_damages,0.0
1965-01-01,Southern Asia,ins_adj_usd_damages,0.0
1965-01-01,Central America,ins_adj_usd_damages,0.0
1965-01-01,Northern America,ins_adj_usd_damages,0.0
1965-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1965-01-01,South America,ins_adj_usd_damages,0.0
1965-01-01,Western Europe,ins_adj_usd_damages,0.0
1965-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1965-01-01,Caribbean,ins_adj_usd_damages,0.0
1965-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1965-01-01,Northern Africa,ins_adj_usd_damages,0.0
1965-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1965-01-01,Southern Europe,ins_adj_usd_damages,0.0
1965-01-01,Melanesia,ins_adj_usd_damages,0.0
1965-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1965-01-01,Polynesia,ins_adj_usd_damages,0.0
1965-01-01,Northern Europe,ins_adj_usd_damages,0.0
1965-01-01,Western Asia,ins_adj_usd_damages,0.0
1965-01-01,Micronesia,ins_adj_usd_damages,0.0
1965-01-01,Southern Africa,ins_adj_usd_damages,0.0
1965-01-01,Middle Africa,ins_adj_usd_damages,0.0
1965-01-01,Russian Federation,ins_adj_usd_damages,0.0
1965-01-01,Central Asia,ins_adj_usd_damages,0.0
1966-01-01,Western Africa,ins_adj_usd_damages,0.0
1966-01-01,Southern Asia,ins_adj_usd_damages,0.0
1966-01-01,Central America,ins_adj_usd_damages,0.0
1966-01-01,Northern America,ins_adj_usd_damages,0.0
1966-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1966-01-01,South America,ins_adj_usd_damages,0.0
1966-01-01,Western Europe,ins_adj_usd_damages,0.0
1966-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1966-01-01,Caribbean,ins_adj_usd_damages,0.0
1966-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1966-01-01,Northern Africa,ins_adj_usd_damages,0.0
1966-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1966-01-01,Southern Europe,ins_adj_usd_damages,0.0
1966-01-01,Melanesia,ins_adj_usd_damages,0.0
1966-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1966-01-01,Polynesia,ins_adj_usd_damages,0.0
1966-01-01,Northern Europe,ins_adj_usd_damages,0.0
1966-01-01,Western Asia,ins_adj_usd_damages,0.0
1966-01-01,Micronesia,ins_adj_usd_damages,0.0
1966-01-01,Southern Africa,ins_adj_usd_damages,0.0
1966-01-01,Middle Africa,ins_adj_usd_damages,0.0
1966-01-01,Russian Federation,ins_adj_usd_damages,0.0
1966-01-01,Central Asia,ins_adj_usd_damages,0.0
1967-01-01,Western Africa,ins_adj_usd_damages,0.0
1967-01-01,Southern Asia,ins_adj_usd_damages,0.0
1967-01-01,Central America,ins_adj_usd_damages,0.0
1967-01-01,Northern America,ins_adj_usd_damages,0.0
1967-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1967-01-01,South America,ins_adj_usd_damages,0.0
1967-01-01,Western Europe,ins_adj_usd_damages,0.0
1967-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1967-01-01,Caribbean,ins_adj_usd_damages,0.0
1967-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1967-01-01,Northern Africa,ins_adj_usd_damages,0.0
1967-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1967-01-01,Southern Europe,ins_adj_usd_damages,0.0
1967-01-01,Melanesia,ins_adj_usd_damages,0.0
1967-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1967-01-01,Polynesia,ins_adj_usd_damages,0.0
1967-01-01,Northern Europe,ins_adj_usd_damages,0.0
1967-01-01,Western Asia,ins_adj_usd_damages,0.0
1967-01-01,Micronesia,ins_adj_usd_damages,0.0
1967-01-01,Southern Africa,ins_adj_usd_damages,0.0
1967-01-01,Middle Africa,ins_adj_usd_damages,0.0
1967-01-01,Russian Federation,ins_adj_usd_damages,0.0
1967-01-01,Central Asia,ins_adj_usd_damages,0.0
1968-01-01,Western Africa,ins_adj_usd_damages,0.0
1968-01-01,Southern Asia,ins_adj_usd_damages,0.0
1968-01-01,Central America,ins_adj_usd_damages,0.0
1968-01-01,Northern America,ins_adj_usd_damages,0.0
1968-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1968-01-01,South America,ins_adj_usd_damages,0.0
1968-01-01,Western Europe,ins_adj_usd_damages,0.0
1968-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1968-01-01,Caribbean,ins_adj_usd_damages,0.0
1968-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1968-01-01,Northern Africa,ins_adj_usd_damages,0.0
1968-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1968-01-01,Southern Europe,ins_adj_usd_damages,0.0
1968-01-01,Melanesia,ins_adj_usd_damages,0.0
1968-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1968-01-01,Polynesia,ins_adj_usd_damages,0.0
1968-01-01,Northern Europe,ins_adj_usd_damages,0.0
1968-01-01,Western Asia,ins_adj_usd_damages,0.0
1968-01-01,Micronesia,ins_adj_usd_damages,0.0
1968-01-01,Southern Africa,ins_adj_usd_damages,0.0
1968-01-01,Middle Africa,ins_adj_usd_damages,0.0
1968-01-01,Russian Federation,ins_adj_usd_damages,0.0
1968-01-01,Central Asia,ins_adj_usd_damages,0.0
1969-01-01,Western Africa,ins_adj_usd_damages,0.0
1969-01-01,Southern Asia,ins_adj_usd_damages,0.0
1969-01-01,Central America,ins_adj_usd_damages,0.0
1969-01-01,Northern America,ins_adj_usd_damages,0.0
1969-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1969-01-01,South America,ins_adj_usd_damages,0.0
1969-01-01,Western Europe,ins_adj_usd_damages,0.0
1969-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1969-01-01,Caribbean,ins_adj_usd_damages,0.0
1969-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1969-01-01,Northern Africa,ins_adj_usd_damages,0.0
1969-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1969-01-01,Southern Europe,ins_adj_usd_damages,0.0
1969-01-01,Melanesia,ins_adj_usd_damages,0.0
1969-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1969-01-01,Polynesia,ins_adj_usd_damages,0.0
1969-01-01,Northern Europe,ins_adj_usd_damages,0.0
1969-01-01,Western Asia,ins_adj_usd_damages,0.0
1969-01-01,Micronesia,ins_adj_usd_damages,0.0
1969-01-01,Southern Africa,ins_adj_usd_damages,0.0
1969-01-01,Middle Africa,ins_adj_usd_damages,0.0
1969-01-01,Russian Federation,ins_adj_usd_damages,0.0
1969-01-01,Central Asia,ins_adj_usd_damages,0.0
1970-01-01,Western Africa,ins_adj_usd_damages,0.0
1970-01-01,Southern Asia,ins_adj_usd_damages,0.0
1970-01-01,Central America,ins_adj_usd_damages,0.0
1970-01-01,Northern America,ins_adj_usd_damages,0.0
1970-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1970-01-01,South America,ins_adj_usd_damages,0.0
1970-01-01,Western Europe,ins_adj_usd_damages,0.0
1970-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1970-01-01,Caribbean,ins_adj_usd_damages,0.0
1970-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1970-01-01,Northern Africa,ins_adj_usd_damages,0.0
1970-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1970-01-01,Southern Europe,ins_adj_usd_damages,0.0
1970-01-01,Melanesia,ins_adj_usd_damages,0.0
1970-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1970-01-01,Polynesia,ins_adj_usd_damages,0.0
1970-01-01,Northern Europe,ins_adj_usd_damages,0.0
1970-01-01,Western Asia,ins_adj_usd_damages,0.0
1970-01-01,Micronesia,ins_adj_usd_damages,0.0
1970-01-01,Southern Africa,ins_adj_usd_damages,0.0
1970-01-01,Middle Africa,ins_adj_usd_damages,0.0
1970-01-01,Russian Federation,ins_adj_usd_damages,0.0
1970-01-01,Central Asia,ins_adj_usd_damages,0.0
1971-01-01,Western Africa,ins_adj_usd_damages,0.0
1971-01-01,Southern Asia,ins_adj_usd_damages,0.0
1971-01-01,Central America,ins_adj_usd_damages,0.0
1971-01-01,Northern America,ins_adj_usd_damages,547584.0055
1971-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1971-01-01,South America,ins_adj_usd_damages,0.0
1971-01-01,Western Europe,ins_adj_usd_damages,0.0
1971-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1971-01-01,Caribbean,ins_adj_usd_damages,0.0
1971-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1971-01-01,Northern Africa,ins_adj_usd_damages,0.0
1971-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1971-01-01,Southern Europe,ins_adj_usd_damages,0.0
1971-01-01,Melanesia,ins_adj_usd_damages,0.0
1971-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1971-01-01,Polynesia,ins_adj_usd_damages,0.0
1971-01-01,Northern Europe,ins_adj_usd_damages,0.0
1971-01-01,Western Asia,ins_adj_usd_damages,0.0
1971-01-01,Micronesia,ins_adj_usd_damages,0.0
1971-01-01,Southern Africa,ins_adj_usd_damages,0.0
1971-01-01,Middle Africa,ins_adj_usd_damages,0.0
1971-01-01,Russian Federation,ins_adj_usd_damages,0.0
1971-01-01,Central Asia,ins_adj_usd_damages,0.0
1972-01-01,Western Africa,ins_adj_usd_damages,0.0
1972-01-01,Southern Asia,ins_adj_usd_damages,0.0
1972-01-01,Central America,ins_adj_usd_damages,1615721.2040000001
1972-01-01,Northern America,ins_adj_usd_damages,0.0
1972-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1972-01-01,South America,ins_adj_usd_damages,0.0
1972-01-01,Western Europe,ins_adj_usd_damages,0.0
1972-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1972-01-01,Caribbean,ins_adj_usd_damages,0.0
1972-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1972-01-01,Northern Africa,ins_adj_usd_damages,0.0
1972-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1972-01-01,Southern Europe,ins_adj_usd_damages,0.0
1972-01-01,Melanesia,ins_adj_usd_damages,0.0
1972-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1972-01-01,Polynesia,ins_adj_usd_damages,0.0
1972-01-01,Northern Europe,ins_adj_usd_damages,0.0
1972-01-01,Western Asia,ins_adj_usd_damages,0.0
1972-01-01,Micronesia,ins_adj_usd_damages,0.0
1972-01-01,Southern Africa,ins_adj_usd_damages,0.0
1972-01-01,Middle Africa,ins_adj_usd_damages,0.0
1972-01-01,Russian Federation,ins_adj_usd_damages,0.0
1972-01-01,Central Asia,ins_adj_usd_damages,0.0
1973-01-01,Western Africa,ins_adj_usd_damages,0.0
1973-01-01,Southern Asia,ins_adj_usd_damages,0.0
1973-01-01,Central America,ins_adj_usd_damages,0.0
1973-01-01,Northern America,ins_adj_usd_damages,0.0
1973-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1973-01-01,South America,ins_adj_usd_damages,0.0
1973-01-01,Western Europe,ins_adj_usd_damages,0.0
1973-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1973-01-01,Caribbean,ins_adj_usd_damages,0.0
1973-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1973-01-01,Northern Africa,ins_adj_usd_damages,0.0
1973-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1973-01-01,Southern Europe,ins_adj_usd_damages,0.0
1973-01-01,Melanesia,ins_adj_usd_damages,0.0
1973-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1973-01-01,Polynesia,ins_adj_usd_damages,0.0
1973-01-01,Northern Europe,ins_adj_usd_damages,0.0
1973-01-01,Western Asia,ins_adj_usd_damages,0.0
1973-01-01,Micronesia,ins_adj_usd_damages,0.0
1973-01-01,Southern Africa,ins_adj_usd_damages,0.0
1973-01-01,Middle Africa,ins_adj_usd_damages,0.0
1973-01-01,Russian Federation,ins_adj_usd_damages,0.0
1973-01-01,Central Asia,ins_adj_usd_damages,0.0
1974-01-01,Western Africa,ins_adj_usd_damages,0.0
1974-01-01,Southern Asia,ins_adj_usd_damages,0.0
1974-01-01,Central America,ins_adj_usd_damages,0.0
1974-01-01,Northern America,ins_adj_usd_damages,0.0
1974-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1974-01-01,South America,ins_adj_usd_damages,0.0
1974-01-01,Western Europe,ins_adj_usd_damages,0.0
1974-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1974-01-01,Caribbean,ins_adj_usd_damages,0.0
1974-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1974-01-01,Northern Africa,ins_adj_usd_damages,0.0
1974-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1974-01-01,Southern Europe,ins_adj_usd_damages,0.0
1974-01-01,Melanesia,ins_adj_usd_damages,0.0
1974-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1974-01-01,Polynesia,ins_adj_usd_damages,0.0
1974-01-01,Northern Europe,ins_adj_usd_damages,0.0
1974-01-01,Western Asia,ins_adj_usd_damages,0.0
1974-01-01,Micronesia,ins_adj_usd_damages,0.0
1974-01-01,Southern Africa,ins_adj_usd_damages,0.0
1974-01-01,Middle Africa,ins_adj_usd_damages,0.0
1974-01-01,Russian Federation,ins_adj_usd_damages,0.0
1974-01-01,Central Asia,ins_adj_usd_damages,0.0
1975-01-01,Western Africa,ins_adj_usd_damages,0.0
1975-01-01,Southern Asia,ins_adj_usd_damages,0.0
1975-01-01,Central America,ins_adj_usd_damages,0.0
1975-01-01,Northern America,ins_adj_usd_damages,0.0
1975-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1975-01-01,South America,ins_adj_usd_damages,0.0
1975-01-01,Western Europe,ins_adj_usd_damages,0.0
1975-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1975-01-01,Caribbean,ins_adj_usd_damages,0.0
1975-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1975-01-01,Northern Africa,ins_adj_usd_damages,0.0
1975-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1975-01-01,Southern Europe,ins_adj_usd_damages,0.0
1975-01-01,Melanesia,ins_adj_usd_damages,0.0
1975-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1975-01-01,Polynesia,ins_adj_usd_damages,0.0
1975-01-01,Northern Europe,ins_adj_usd_damages,0.0
1975-01-01,Western Asia,ins_adj_usd_damages,0.0
1975-01-01,Micronesia,ins_adj_usd_damages,0.0
1975-01-01,Southern Africa,ins_adj_usd_damages,0.0
1975-01-01,Middle Africa,ins_adj_usd_damages,0.0
1975-01-01,Russian Federation,ins_adj_usd_damages,0.0
1975-01-01,Central Asia,ins_adj_usd_damages,0.0
1976-01-01,Western Africa,ins_adj_usd_damages,0.0
1976-01-01,Southern Asia,ins_adj_usd_damages,0.0
1976-01-01,Central America,ins_adj_usd_damages,0.0
1976-01-01,Northern America,ins_adj_usd_damages,0.0
1976-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1976-01-01,South America,ins_adj_usd_damages,0.0
1976-01-01,Western Europe,ins_adj_usd_damages,0.0
1976-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1976-01-01,Caribbean,ins_adj_usd_damages,0.0
1976-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1976-01-01,Northern Africa,ins_adj_usd_damages,0.0
1976-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1976-01-01,Southern Europe,ins_adj_usd_damages,0.0
1976-01-01,Melanesia,ins_adj_usd_damages,0.0
1976-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1976-01-01,Polynesia,ins_adj_usd_damages,0.0
1976-01-01,Northern Europe,ins_adj_usd_damages,0.0
1976-01-01,Western Asia,ins_adj_usd_damages,0.0
1976-01-01,Micronesia,ins_adj_usd_damages,0.0
1976-01-01,Southern Africa,ins_adj_usd_damages,0.0
1976-01-01,Middle Africa,ins_adj_usd_damages,0.0
1976-01-01,Russian Federation,ins_adj_usd_damages,0.0
1976-01-01,Central Asia,ins_adj_usd_damages,0.0
1977-01-01,Western Africa,ins_adj_usd_damages,0.0
1977-01-01,Southern Asia,ins_adj_usd_damages,0.0
1977-01-01,Central America,ins_adj_usd_damages,0.0
1977-01-01,Northern America,ins_adj_usd_damages,0.0
1977-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1977-01-01,South America,ins_adj_usd_damages,0.0
1977-01-01,Western Europe,ins_adj_usd_damages,0.0
1977-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1977-01-01,Caribbean,ins_adj_usd_damages,0.0
1977-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1977-01-01,Northern Africa,ins_adj_usd_damages,0.0
1977-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1977-01-01,Southern Europe,ins_adj_usd_damages,0.0
1977-01-01,Melanesia,ins_adj_usd_damages,0.0
1977-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1977-01-01,Polynesia,ins_adj_usd_damages,0.0
1977-01-01,Northern Europe,ins_adj_usd_damages,0.0
1977-01-01,Western Asia,ins_adj_usd_damages,0.0
1977-01-01,Micronesia,ins_adj_usd_damages,0.0
1977-01-01,Southern Africa,ins_adj_usd_damages,0.0
1977-01-01,Middle Africa,ins_adj_usd_damages,0.0
1977-01-01,Russian Federation,ins_adj_usd_damages,0.0
1977-01-01,Central Asia,ins_adj_usd_damages,0.0
1978-01-01,Western Africa,ins_adj_usd_damages,0.0
1978-01-01,Southern Asia,ins_adj_usd_damages,0.0
1978-01-01,Central America,ins_adj_usd_damages,0.0
1978-01-01,Northern America,ins_adj_usd_damages,0.0
1978-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1978-01-01,South America,ins_adj_usd_damages,0.0
1978-01-01,Western Europe,ins_adj_usd_damages,0.0
1978-01-01,Eastern Asia,ins_adj_usd_damages,50409.9814
1978-01-01,Caribbean,ins_adj_usd_damages,0.0
1978-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1978-01-01,Northern Africa,ins_adj_usd_damages,0.0
1978-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1978-01-01,Southern Europe,ins_adj_usd_damages,0.0
1978-01-01,Melanesia,ins_adj_usd_damages,0.0
1978-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1978-01-01,Polynesia,ins_adj_usd_damages,0.0
1978-01-01,Northern Europe,ins_adj_usd_damages,0.0
1978-01-01,Western Asia,ins_adj_usd_damages,0.0
1978-01-01,Micronesia,ins_adj_usd_damages,0.0
1978-01-01,Southern Africa,ins_adj_usd_damages,0.0
1978-01-01,Middle Africa,ins_adj_usd_damages,0.0
1978-01-01,Russian Federation,ins_adj_usd_damages,0.0
1978-01-01,Central Asia,ins_adj_usd_damages,0.0
1901-01-01,Western Africa,ins_adj_usd_damages,0.0
1901-01-01,Southern Asia,ins_adj_usd_damages,0.0
1901-01-01,Central America,ins_adj_usd_damages,0.0
1901-01-01,Northern America,ins_adj_usd_damages,0.0
1901-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1901-01-01,South America,ins_adj_usd_damages,0.0
1901-01-01,Western Europe,ins_adj_usd_damages,0.0
1901-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1901-01-01,Caribbean,ins_adj_usd_damages,0.0
1901-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1901-01-01,Northern Africa,ins_adj_usd_damages,0.0
1901-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1901-01-01,Southern Europe,ins_adj_usd_damages,0.0
1901-01-01,Melanesia,ins_adj_usd_damages,0.0
1901-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1901-01-01,Polynesia,ins_adj_usd_damages,0.0
1901-01-01,Northern Europe,ins_adj_usd_damages,0.0
1901-01-01,Western Asia,ins_adj_usd_damages,0.0
1901-01-01,Micronesia,ins_adj_usd_damages,0.0
1901-01-01,Southern Africa,ins_adj_usd_damages,0.0
1901-01-01,Middle Africa,ins_adj_usd_damages,0.0
1901-01-01,Russian Federation,ins_adj_usd_damages,0.0
1901-01-01,Central Asia,ins_adj_usd_damages,0.0
1913-01-01,Western Africa,ins_adj_usd_damages,0.0
1913-01-01,Southern Asia,ins_adj_usd_damages,0.0
1913-01-01,Central America,ins_adj_usd_damages,0.0
1913-01-01,Northern America,ins_adj_usd_damages,0.0
1913-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1913-01-01,South America,ins_adj_usd_damages,0.0
1913-01-01,Western Europe,ins_adj_usd_damages,0.0
1913-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1913-01-01,Caribbean,ins_adj_usd_damages,0.0
1913-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1913-01-01,Northern Africa,ins_adj_usd_damages,0.0
1913-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1913-01-01,Southern Europe,ins_adj_usd_damages,0.0
1913-01-01,Melanesia,ins_adj_usd_damages,0.0
1913-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1913-01-01,Polynesia,ins_adj_usd_damages,0.0
1913-01-01,Northern Europe,ins_adj_usd_damages,0.0
1913-01-01,Western Asia,ins_adj_usd_damages,0.0
1913-01-01,Micronesia,ins_adj_usd_damages,0.0
1913-01-01,Southern Africa,ins_adj_usd_damages,0.0
1913-01-01,Middle Africa,ins_adj_usd_damages,0.0
1913-01-01,Russian Federation,ins_adj_usd_damages,0.0
1913-01-01,Central Asia,ins_adj_usd_damages,0.0
1979-01-01,Western Africa,ins_adj_usd_damages,0.0
1979-01-01,Southern Asia,ins_adj_usd_damages,0.0
1979-01-01,Central America,ins_adj_usd_damages,0.0
1979-01-01,Northern America,ins_adj_usd_damages,0.0
1979-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1979-01-01,South America,ins_adj_usd_damages,0.0
1979-01-01,Western Europe,ins_adj_usd_damages,0.0
1979-01-01,Eastern Asia,ins_adj_usd_damages,0.0
1979-01-01,Caribbean,ins_adj_usd_damages,0.0
1979-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1979-01-01,Northern Africa,ins_adj_usd_damages,0.0
1979-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1979-01-01,Southern Europe,ins_adj_usd_damages,0.0
1979-01-01,Melanesia,ins_adj_usd_damages,0.0
1979-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1979-01-01,Polynesia,ins_adj_usd_damages,0.0
1979-01-01,Northern Europe,ins_adj_usd_damages,0.0
1979-01-01,Western Asia,ins_adj_usd_damages,0.0
1979-01-01,Micronesia,ins_adj_usd_damages,0.0
1979-01-01,Southern Africa,ins_adj_usd_damages,0.0
1979-01-01,Middle Africa,ins_adj_usd_damages,0.0
1979-01-01,Russian Federation,ins_adj_usd_damages,0.0
