Year,Region,variable,value
1972-01-01,Melanesia,No Homeless,0.0
1972-01-01,Australia and New Zealand,No Homeless,0.0
1972-01-01,Polynesia,No Homeless,0.0
1972-01-01,Northern Europe,No Homeless,0.0
1972-01-01,Western Asia,No Homeless,0.0
1972-01-01,Micronesia,No Homeless,0.0
1972-01-01,Southern Africa,No Homeless,0.0
1972-01-01,Middle Africa,No Homeless,0.0
1972-01-01,Russian Federation,No Homeless,0.0
1972-01-01,Central Asia,No Homeless,0.0
1973-01-01,Western Africa,No Homeless,5000.0
1973-01-01,Southern Asia,No Homeless,10000.0
1973-01-01,Central America,No Homeless,84.0
1973-01-01,Northern America,No Homeless,0.0
1973-01-01,Eastern Africa,No Homeless,0.0
1973-01-01,South America,No Homeless,30000.0
1973-01-01,Western Europe,No Homeless,0.0
1973-01-01,Eastern Asia,No Homeless,840.0
1973-01-01,Caribbean,No Homeless,0.0
1973-01-01,South-Eastern Asia,No Homeless,45000.0
1973-01-01,Northern Africa,No Homeless,61000.0
1973-01-01,Eastern Europe,No Homeless,0.0
1973-01-01,Southern Europe,No Homeless,0.0
1973-01-01,Melanesia,No Homeless,0.0
1973-01-01,Australia and New Zealand,No Homeless,1000.0
1973-01-01,Polynesia,No Homeless,200.0
1973-01-01,Northern Europe,No Homeless,0.0
1973-01-01,Western Asia,No Homeless,2250.0
1973-01-01,Micronesia,No Homeless,0.0
1973-01-01,Southern Africa,No Homeless,0.0
1973-01-01,Middle Africa,No Homeless,0.0
1973-01-01,Russian Federation,No Homeless,0.0
1973-01-01,Central Asia,No Homeless,0.0
1974-01-01,Western Africa,No Homeless,0.0
1974-01-01,Southern Asia,No Homeless,2005200.0
1974-01-01,Central America,No Homeless,0.0
1974-01-01,Northern America,No Homeless,0.0
1974-01-01,Eastern Africa,No Homeless,18000.0
1974-01-01,South America,No Homeless,1500.0
1974-01-01,Western Europe,No Homeless,0.0
1974-01-01,Eastern Asia,No Homeless,0.0
1974-01-01,Caribbean,No Homeless,0.0
1974-01-01,South-Eastern Asia,No Homeless,6441.0
1974-01-01,Northern Africa,No Homeless,0.0
1974-01-01,Eastern Europe,No Homeless,0.0
1974-01-01,Southern Europe,No Homeless,0.0
1974-01-01,Melanesia,No Homeless,0.0
1974-01-01,Australia and New Zealand,No Homeless,0.0
1974-01-01,Polynesia,No Homeless,0.0
1974-01-01,Northern Europe,No Homeless,0.0
1974-01-01,Western Asia,No Homeless,75000.0
1974-01-01,Micronesia,No Homeless,0.0
1974-01-01,Southern Africa,No Homeless,0.0
1974-01-01,Middle Africa,No Homeless,0.0
1974-01-01,Russian Federation,No Homeless,0.0
1974-01-01,Central Asia,No Homeless,0.0
1975-01-01,Western Africa,No Homeless,0.0
1975-01-01,Southern Asia,No Homeless,7002000.0
1975-01-01,Central America,No Homeless,0.0
1975-01-01,Northern America,No Homeless,300.0
1975-01-01,Eastern Africa,No Homeless,0.0
1975-01-01,South America,No Homeless,80000.0
1975-01-01,Western Europe,No Homeless,0.0
1975-01-01,Eastern Asia,No Homeless,1430.0
1975-01-01,Caribbean,No Homeless,0.0
1975-01-01,South-Eastern Asia,No Homeless,698.0
1975-01-01,Northern Africa,No Homeless,0.0
1975-01-01,Eastern Europe,No Homeless,0.0
1975-01-01,Southern Europe,No Homeless,0.0
1975-01-01,Melanesia,No Homeless,0.0
1975-01-01,Australia and New Zealand,No Homeless,0.0
1975-01-01,Polynesia,No Homeless,0.0
1975-01-01,Northern Europe,No Homeless,0.0
1975-01-01,Western Asia,No Homeless,0.0
1975-01-01,Micronesia,No Homeless,0.0
1975-01-01,Southern Africa,No Homeless,0.0
1975-01-01,Middle Africa,No Homeless,0.0
1975-01-01,Russian Federation,No Homeless,0.0
1975-01-01,Central Asia,No Homeless,0.0
1976-01-01,Western Africa,No Homeless,0.0
1976-01-01,Southern Asia,No Homeless,0.0
1976-01-01,Central America,No Homeless,1266000.0
1976-01-01,Northern America,No Homeless,0.0
1976-01-01,Eastern Africa,No Homeless,28850.0
1976-01-01,South America,No Homeless,25000.0
1976-01-01,Western Europe,No Homeless,0.0
1976-01-01,Eastern Asia,No Homeless,2424.0
1976-01-01,Caribbean,No Homeless,0.0
1976-01-01,South-Eastern Asia,No Homeless,200110.0
1976-01-01,Northern Africa,No Homeless,0.0
1976-01-01,Eastern Europe,No Homeless,0.0
1976-01-01,Southern Europe,No Homeless,137000.0
1976-01-01,Melanesia,No Homeless,0.0
1976-01-01,Australia and New Zealand,No Homeless,0.0
1976-01-01,Polynesia,No Homeless,0.0
1976-01-01,Northern Europe,No Homeless,0.0
1976-01-01,Western Asia,No Homeless,60000.0
1976-01-01,Micronesia,No Homeless,0.0
1976-01-01,Southern Africa,No Homeless,0.0
1976-01-01,Middle Africa,No Homeless,0.0
1976-01-01,Russian Federation,No Homeless,0.0
1976-01-01,Central Asia,No Homeless,0.0
1977-01-01,Western Africa,No Homeless,900.0
1977-01-01,Southern Asia,No Homeless,5677400.0
1977-01-01,Central America,No Homeless,0.0
1977-01-01,Northern America,No Homeless,0.0
1977-01-01,Eastern Africa,No Homeless,51000.0
1977-01-01,South America,No Homeless,127200.0
1977-01-01,Western Europe,No Homeless,0.0
1977-01-01,Eastern Asia,No Homeless,8131.0
1977-01-01,Caribbean,No Homeless,0.0
1977-01-01,South-Eastern Asia,No Homeless,15679.0
1977-01-01,Northern Africa,No Homeless,38000.0
1977-01-01,Eastern Europe,No Homeless,175000.0
1977-01-01,Southern Europe,No Homeless,0.0
1977-01-01,Melanesia,No Homeless,0.0
1977-01-01,Australia and New Zealand,No Homeless,0.0
1977-01-01,Polynesia,No Homeless,500.0
1977-01-01,Northern Europe,No Homeless,0.0
1977-01-01,Western Asia,No Homeless,1500.0
1977-01-01,Micronesia,No Homeless,0.0
1977-01-01,Southern Africa,No Homeless,0.0
1977-01-01,Middle Africa,No Homeless,60000.0
1977-01-01,Russian Federation,No Homeless,0.0
1977-01-01,Central Asia,No Homeless,0.0
1978-01-01,Western Africa,No Homeless,3000.0
1978-01-01,Southern Asia,No Homeless,18200.0
1978-01-01,Central America,No Homeless,7500.0
1978-01-01,Northern America,No Homeless,0.0
1978-01-01,Eastern Africa,No Homeless,31000.0
1978-01-01,South America,No Homeless,20000.0
1978-01-01,Western Europe,No Homeless,200.0
1978-01-01,Eastern Asia,No Homeless,3673.0
1978-01-01,Caribbean,No Homeless,0.0
1978-01-01,South-Eastern Asia,No Homeless,170911.0
1978-01-01,Northern Africa,No Homeless,0.0
1978-01-01,Eastern Europe,No Homeless,0.0
1978-01-01,Southern Europe,No Homeless,0.0
1978-01-01,Melanesia,No Homeless,0.0
1978-01-01,Australia and New Zealand,No Homeless,0.0
1978-01-01,Polynesia,No Homeless,0.0
1978-01-01,Northern Europe,No Homeless,0.0
1978-01-01,Western Asia,No Homeless,2500.0
1978-01-01,Micronesia,No Homeless,0.0
1978-01-01,Southern Africa,No Homeless,0.0
1978-01-01,Middle Africa,No Homeless,0.0
1978-01-01,Russian Federation,No Homeless,0.0
1978-01-01,Central Asia,No Homeless,0.0
1901-01-01,Western Africa,No Homeless,0.0
1901-01-01,Southern Asia,No Homeless,0.0
1901-01-01,Central America,No Homeless,0.0
1901-01-01,Northern America,No Homeless,0.0
1901-01-01,Eastern Africa,No Homeless,0.0
1901-01-01,South America,No Homeless,0.0
1901-01-01,Western Europe,No Homeless,0.0
1901-01-01,Eastern Asia,No Homeless,24.0
1901-01-01,Caribbean,No Homeless,0.0
1901-01-01,South-Eastern Asia,No Homeless,0.0
1901-01-01,Northern Africa,No Homeless,0.0
1901-01-01,Eastern Europe,No Homeless,0.0
1901-01-01,Southern Europe,No Homeless,0.0
1901-01-01,Melanesia,No Homeless,0.0
1901-01-01,Australia and New Zealand,No Homeless,0.0
1901-01-01,Polynesia,No Homeless,0.0
1901-01-01,Northern Europe,No Homeless,0.0
1901-01-01,Western Asia,No Homeless,0.0
1901-01-01,Micronesia,No Homeless,0.0
1901-01-01,Southern Africa,No Homeless,0.0
1901-01-01,Middle Africa,No Homeless,0.0
1901-01-01,Russian Federation,No Homeless,0.0
1901-01-01,Central Asia,No Homeless,0.0
1913-01-01,Western Africa,No Homeless,0.0
1913-01-01,Southern Asia,No Homeless,0.0
1913-01-01,Central America,No Homeless,0.0
1913-01-01,Northern America,No Homeless,0.0
1913-01-01,Eastern Africa,No Homeless,0.0
1913-01-01,South America,No Homeless,0.0
1913-01-01,Western Europe,No Homeless,0.0
1913-01-01,Eastern Asia,No Homeless,0.0
1913-01-01,Caribbean,No Homeless,0.0
1913-01-01,South-Eastern Asia,No Homeless,0.0
1913-01-01,Northern Africa,No Homeless,0.0
1913-01-01,Eastern Europe,No Homeless,0.0
1913-01-01,Southern Europe,No Homeless,0.0
1913-01-01,Melanesia,No Homeless,0.0
1913-01-01,Australia and New Zealand,No Homeless,0.0
1913-01-01,Polynesia,No Homeless,0.0
1913-01-01,Northern Europe,No Homeless,0.0
1913-01-01,Western Asia,No Homeless,0.0
1913-01-01,Micronesia,No Homeless,0.0
1913-01-01,Southern Africa,No Homeless,0.0
1913-01-01,Middle Africa,No Homeless,0.0
1913-01-01,Russian Federation,No Homeless,0.0
1913-01-01,Central Asia,No Homeless,0.0
1979-01-01,Western Africa,No Homeless,0.0
1979-01-01,Southern Asia,No Homeless,10000.0
1979-01-01,Central America,No Homeless,0.0
1979-01-01,Northern America,No Homeless,0.0
1979-01-01,Eastern Africa,No Homeless,5000.0
1979-01-01,South America,No Homeless,72100.0
1979-01-01,Western Europe,No Homeless,0.0
1979-01-01,Eastern Asia,No Homeless,572641.0
1979-01-01,Caribbean,No Homeless,400000.0
1979-01-01,South-Eastern Asia,No Homeless,93535.0
1979-01-01,Northern Africa,No Homeless,732.0
1979-01-01,Eastern Europe,No Homeless,0.0
1979-01-01,Southern Europe,No Homeless,25000.0
1979-01-01,Melanesia,No Homeless,15000.0
1979-01-01,Australia and New Zealand,No Homeless,0.0
1979-01-01,Polynesia,No Homeless,0.0
1979-01-01,Northern Europe,No Homeless,0.0
1979-01-01,Western Asia,No Homeless,1000.0
1979-01-01,Micronesia,No Homeless,0.0
1979-01-01,Southern Africa,No Homeless,0.0
1979-01-01,Middle Africa,No Homeless,0.0
1979-01-01,Russian Federation,No Homeless,0.0
1979-01-01,Central Asia,No Homeless,0.0
1980-01-01,Western Africa,No Homeless,0.0
1980-01-01,Southern Asia,No Homeless,185000.0
1980-01-01,Central America,No Homeless,0.0
1980-01-01,Northern America,No Homeless,8900.0
1980-01-01,Eastern Africa,No Homeless,0.0
1980-01-01,South America,No Homeless,0.0
1980-01-01,Western Europe,No Homeless,0.0
1980-01-01,Eastern Asia,No Homeless,2100.0
1980-01-01,Caribbean,No Homeless,850500.0
1980-01-01,South-Eastern Asia,No Homeless,1208379.0
1980-01-01,Northern Africa,No Homeless,443000.0
1980-01-01,Eastern Europe,No Homeless,0.0
1980-01-01,Southern Europe,No Homeless,0.0
1980-01-01,Melanesia,No Homeless,7000.0
1980-01-01,Australia and New Zealand,No Homeless,0.0
1980-01-01,Polynesia,No Homeless,0.0
1980-01-01,Northern Europe,No Homeless,0.0
1980-01-01,Western Asia,No Homeless,0.0
1980-01-01,Micronesia,No Homeless,0.0
1980-01-01,Southern Africa,No Homeless,0.0
1980-01-01,Middle Africa,No Homeless,0.0
1980-01-01,Russian Federation,No Homeless,0.0
1980-01-01,Central Asia,No Homeless,0.0
1981-01-01,Western Africa,No Homeless,0.0
1981-01-01,Southern Asia,No Homeless,25000.0
1981-01-01,Central America,No Homeless,0.0
1981-01-01,Northern America,No Homeless,0.0
1981-01-01,Eastern Africa,No Homeless,0.0
1981-01-01,South America,No Homeless,5000.0
1981-01-01,Western Europe,No Homeless,0.0
1981-01-01,Eastern Asia,No Homeless,222500.0
1981-01-01,Caribbean,No Homeless,0.0
1981-01-01,South-Eastern Asia,No Homeless,42458.0
1981-01-01,Northern Africa,No Homeless,0.0
1981-01-01,Eastern Europe,No Homeless,0.0
1981-01-01,Southern Europe,No Homeless,0.0
1981-01-01,Melanesia,No Homeless,0.0
1981-01-01,Australia and New Zealand,No Homeless,0.0
1981-01-01,Polynesia,No Homeless,0.0
1981-01-01,Northern Europe,No Homeless,0.0
1981-01-01,Western Asia,No Homeless,0.0
1981-01-01,Micronesia,No Homeless,0.0
1981-01-01,Southern Africa,No Homeless,185.0
1981-01-01,Middle Africa,No Homeless,900.0
1981-01-01,Russian Federation,No Homeless,2000.0
1981-01-01,Central Asia,No Homeless,0.0
1982-01-01,Western Africa,No Homeless,80000.0
1982-01-01,Southern Asia,No Homeless,25000.0
1982-01-01,Central America,No Homeless,17500.0
1982-01-01,Northern America,No Homeless,15500.0
1982-01-01,Eastern Africa,No Homeless,70000.0
1982-01-01,South America,No Homeless,5000.0
1982-01-01,Western Europe,No Homeless,0.0
1982-01-01,Eastern Asia,No Homeless,367700.0
1982-01-01,Caribbean,No Homeless,75000.0
1982-01-01,South-Eastern Asia,No Homeless,331083.0
1982-01-01,Northern Africa,No Homeless,2216.0
1982-01-01,Eastern Europe,No Homeless,1824.0
1982-01-01,Southern Europe,No Homeless,5000.0
1982-01-01,Melanesia,No Homeless,0.0
1982-01-01,Australia and New Zealand,No Homeless,0.0
1982-01-01,Polynesia,No Homeless,46500.0
1982-01-01,Northern Europe,No Homeless,0.0
1982-01-01,Western Asia,No Homeless,50000.0
1982-01-01,Micronesia,No Homeless,0.0
1982-01-01,Southern Africa,No Homeless,0.0
1982-01-01,Middle Africa,No Homeless,0.0
1982-01-01,Russian Federation,No Homeless,586.0
1982-01-01,Central Asia,No Homeless,0.0
1983-01-01,Western Africa,No Homeless,0.0
1983-01-01,Southern Asia,No Homeless,370955.0
1983-01-01,Central America,No Homeless,32500.0
1983-01-01,Northern America,No Homeless,6000.0
1983-01-01,Eastern Africa,No Homeless,0.0
1983-01-01,South America,No Homeless,258500.0
1983-01-01,Western Europe,No Homeless,0.0
1983-01-01,Eastern Asia,No Homeless,20366.0
1983-01-01,Caribbean,No Homeless,0.0
1983-01-01,South-Eastern Asia,No Homeless,631220.0
1983-01-01,Northern Africa,No Homeless,30000.0
1983-01-01,Eastern Europe,No Homeless,0.0
1983-01-01,Southern Europe,No Homeless,7000.0
1983-01-01,Melanesia,No Homeless,0.0
1983-01-01,Australia and New Zealand,No Homeless,11000.0
1983-01-01,Polynesia,No Homeless,0.0
1983-01-01,Northern Europe,No Homeless,0.0
1983-01-01,Western Asia,No Homeless,33000.0
1983-01-01,Micronesia,No Homeless,0.0
1983-01-01,Southern Africa,No Homeless,0.0
1983-01-01,Middle Africa,No Homeless,0.0
1983-01-01,Russian Federation,No Homeless,14000.0
1983-01-01,Central Asia,No Homeless,0.0
1984-01-01,Western Africa,No Homeless,0.0
1984-01-01,Southern Asia,No Homeless,402000.0
1984-01-01,Central America,No Homeless,0.0
1984-01-01,Northern America,No Homeless,5500.0
1984-01-01,Eastern Africa,No Homeless,0.0
1984-01-01,South America,No Homeless,151494.0
1984-01-01,Western Europe,No Homeless,0.0
1984-01-01,Eastern Asia,No Homeless,0.0
1984-01-01,Caribbean,No Homeless,100.0
1984-01-01,South-Eastern Asia,No Homeless,1342526.0
1984-01-01,Northern Africa,No Homeless,1470.0
1984-01-01,Eastern Europe,No Homeless,0.0
1984-01-01,Southern Europe,No Homeless,4300.0
1984-01-01,Melanesia,No Homeless,0.0
1984-01-01,Australia and New Zealand,No Homeless,0.0
1984-01-01,Polynesia,No Homeless,0.0
1984-01-01,Northern Europe,No Homeless,0.0
1984-01-01,Western Asia,No Homeless,0.0
1984-01-01,Micronesia,No Homeless,0.0
1984-01-01,Southern Africa,No Homeless,500.0
1984-01-01,Middle Africa,No Homeless,0.0
1984-01-01,Russian Federation,No Homeless,20000.0
1984-01-01,Central Asia,No Homeless,0.0
1985-01-01,Western Africa,No Homeless,131472.0
1985-01-01,Southern Asia,No Homeless,962000.0
1985-01-01,Central America,No Homeless,103500.0
1985-01-01,Northern America,No Homeless,20800.0
1985-01-01,Eastern Africa,No Homeless,20000.0
1985-01-01,South America,No Homeless,564775.0
1985-01-01,Western Europe,No Homeless,0.0
1985-01-01,Eastern Asia,No Homeless,18000.0
1985-01-01,Caribbean,No Homeless,22300.0
1985-01-01,South-Eastern Asia,No Homeless,225256.0
1985-01-01,Northern Africa,No Homeless,15000.0
1985-01-01,Eastern Europe,No Homeless,0.0
1985-01-01,Southern Europe,No Homeless,1340.0
1985-01-01,Melanesia,No Homeless,0.0
1985-01-01,Australia and New Zealand,No Homeless,0.0
1985-01-01,Polynesia,No Homeless,0.0
1985-01-01,Northern Europe,No Homeless,0.0
1985-01-01,Western Asia,No Homeless,5000.0
1985-01-01,Micronesia,No Homeless,0.0
1985-01-01,Southern Africa,No Homeless,0.0
1985-01-01,Middle Africa,No Homeless,500.0
1985-01-01,Russian Federation,No Homeless,0.0
1985-01-01,Central Asia,No Homeless,0.0
1986-01-01,Western Africa,No Homeless,0.0
1986-01-01,Southern Asia,No Homeless,3270000.0
1986-01-01,Central America,No Homeless,252500.0
1986-01-01,Northern America,No Homeless,0.0
1986-01-01,Eastern Africa,No Homeless,6000.0
1986-01-01,South America,No Homeless,128266.0
1986-01-01,Western Europe,No Homeless,0.0
1986-01-01,Eastern Asia,No Homeless,810290.0
1986-01-01,Caribbean,No Homeless,13200.0
1986-01-01,South-Eastern Asia,No Homeless,56633.0
1986-01-01,Northern Africa,No Homeless,2500.0
1986-01-01,Eastern Europe,No Homeless,3000.0
1986-01-01,Southern Europe,No Homeless,0.0
1986-01-01,Melanesia,No Homeless,60000.0
1986-01-01,Australia and New Zealand,No Homeless,1000.0
1986-01-01,Polynesia,No Homeless,0.0
1986-01-01,Northern Europe,No Homeless,0.0
1986-01-01,Western Asia,No Homeless,250.0
1986-01-01,Micronesia,No Homeless,0.0
1986-01-01,Southern Africa,No Homeless,0.0
1986-01-01,Middle Africa,No Homeless,0.0
1986-01-01,Russian Federation,No Homeless,4500.0
1986-01-01,Central Asia,No Homeless,0.0
1987-01-01,Western Africa,No Homeless,3700.0
1987-01-01,Southern Asia,No Homeless,0.0
1987-01-01,Central America,No Homeless,200.0
1987-01-01,Northern America,No Homeless,0.0
1987-01-01,Eastern Africa,No Homeless,80000.0
1987-01-01,South America,No Homeless,239290.0
1987-01-01,Western Europe,No Homeless,0.0
1987-01-01,Eastern Asia,No Homeless,579400.0
1987-01-01,Caribbean,No Homeless,430.0
1987-01-01,South-Eastern Asia,No Homeless,678939.0
1987-01-01,Northern Africa,No Homeless,0.0
1987-01-01,Eastern Europe,No Homeless,0.0
1987-01-01,Southern Europe,No Homeless,0.0
1987-01-01,Melanesia,No Homeless,0.0
1987-01-01,Australia and New Zealand,No Homeless,0.0
1987-01-01,Polynesia,No Homeless,30.0
1987-01-01,Northern Europe,No Homeless,0.0
1987-01-01,Western Asia,No Homeless,0.0
1987-01-01,Micronesia,No Homeless,702.0
1987-01-01,Southern Africa,No Homeless,0.0
1987-01-01,Middle Africa,No Homeless,0.0
1987-01-01,Russian Federation,No Homeless,16000.0
1987-01-01,Central Asia,No Homeless,0.0
1988-01-01,Western Africa,No Homeless,347500.0
1988-01-01,Southern Asia,No Homeless,3000000.0
1988-01-01,Central America,No Homeless,91975.0
1988-01-01,Northern America,No Homeless,0.0
1988-01-01,Eastern Africa,No Homeless,0.0
1988-01-01,South America,No Homeless,36000.0
1988-01-01,Western Europe,No Homeless,0.0
1988-01-01,Eastern Asia,No Homeless,437000.0
1988-01-01,Caribbean,No Homeless,1700.0
1988-01-01,South-Eastern Asia,No Homeless,68821.0
1988-01-01,Northern Africa,No Homeless,1000200.0
1988-01-01,Eastern Europe,No Homeless,0.0
1988-01-01,Southern Europe,No Homeless,0.0
1988-01-01,Melanesia,No Homeless,7100.0
1988-01-01,Australia and New Zealand,No Homeless,0.0
1988-01-01,Polynesia,No Homeless,0.0
1988-01-01,Northern Europe,No Homeless,0.0
1988-01-01,Western Asia,No Homeless,685.0
1988-01-01,Micronesia,No Homeless,0.0
1988-01-01,Southern Africa,No Homeless,0.0
1988-01-01,Middle Africa,No Homeless,0.0
1988-01-01,Russian Federation,No Homeless,530000.0
1988-01-01,Central Asia,No Homeless,0.0
1989-01-01,Western Africa,No Homeless,0.0
1989-01-01,Southern Asia,No Homeless,202200.0
1989-01-01,Central America,No Homeless,0.0
1989-01-01,Northern America,No Homeless,25015.0
1989-01-01,Eastern Africa,No Homeless,150000.0
1989-01-01,South America,No Homeless,336444.0
1989-01-01,Western Europe,No Homeless,0.0
1989-01-01,Eastern Asia,No Homeless,146806.0
1989-01-01,Caribbean,No Homeless,33830.0
1989-01-01,South-Eastern Asia,No Homeless,992864.0
1989-01-01,Northern Africa,No Homeless,0.0
1989-01-01,Eastern Europe,No Homeless,0.0
1989-01-01,Southern Europe,No Homeless,0.0
1989-01-01,Melanesia,No Homeless,0.0
1989-01-01,Australia and New Zealand,No Homeless,0.0
1989-01-01,Polynesia,No Homeless,0.0
1989-01-01,Northern Europe,No Homeless,0.0
1989-01-01,Western Asia,No Homeless,230000.0
1989-01-01,Micronesia,No Homeless,0.0
1989-01-01,Southern Africa,No Homeless,0.0
1989-01-01,Middle Africa,No Homeless,0.0
1989-01-01,Russian Federation,No Homeless,2500.0
1989-01-01,Central Asia,No Homeless,0.0
1990-01-01,Western Africa,No Homeless,0.0
1990-01-01,Southern Asia,No Homeless,108310.0
1990-01-01,Central America,No Homeless,20000.0
1990-01-01,Northern America,No Homeless,0.0
1990-01-01,Eastern Africa,No Homeless,20868.0
1990-01-01,South America,No Homeless,32500.0
1990-01-01,Western Europe,No Homeless,0.0
1990-01-01,Eastern Asia,No Homeless,518398.0
1990-01-01,Caribbean,No Homeless,6000.0
1990-01-01,South-Eastern Asia,No Homeless,1112020.0
1990-01-01,Northern Africa,No Homeless,0.0
1990-01-01,Eastern Europe,No Homeless,0.0
1990-01-01,Southern Europe,No Homeless,2500.0
1990-01-01,Melanesia,No Homeless,3000.0
1990-01-01,Australia and New Zealand,No Homeless,0.0
1990-01-01,Polynesia,No Homeless,26002.0
1990-01-01,Northern Europe,No Homeless,0.0
1990-01-01,Western Asia,No Homeless,0.0
1990-01-01,Micronesia,No Homeless,0.0
1990-01-01,Southern Africa,No Homeless,0.0
1990-01-01,Middle Africa,No Homeless,12000.0
1990-01-01,Russian Federation,No Homeless,24500.0
1990-01-01,Central Asia,No Homeless,0.0
1991-01-01,Western Africa,No Homeless,0.0
1991-01-01,Southern Asia,No Homeless,1174865.0
1991-01-01,Central America,No Homeless,77100.0
1991-01-01,Northern America,No Homeless,300.0
1991-01-01,Eastern Africa,No Homeless,276700.0
1991-01-01,South America,No Homeless,20966.0
1991-01-01,Western Europe,No Homeless,0.0
1991-01-01,Eastern Asia,No Homeless,4215951.0
1991-01-01,Caribbean,No Homeless,1340.0
1991-01-01,South-Eastern Asia,No Homeless,825885.0
1991-01-01,Northern Africa,No Homeless,200.0
1991-01-01,Eastern Europe,No Homeless,12000.0
1991-01-01,Southern Europe,No Homeless,0.0
1991-01-01,Melanesia,No Homeless,5000.0
1991-01-01,Australia and New Zealand,No Homeless,18.0
1991-01-01,Polynesia,No Homeless,3000.0
1991-01-01,Northern Europe,No Homeless,0.0
1991-01-01,Western Asia,No Homeless,71850.0
1991-01-01,Micronesia,No Homeless,6000.0
1991-01-01,Southern Africa,No Homeless,0.0
1991-01-01,Middle Africa,No Homeless,200.0
1991-01-01,Russian Federation,No Homeless,160000.0
1991-01-01,Central Asia,No Homeless,0.0
1992-01-01,Western Africa,No Homeless,0.0
1992-01-01,Southern Asia,No Homeless,3356655.0
1992-01-01,Central America,No Homeless,16000.0
1992-01-01,Northern America,No Homeless,250540.0
1992-01-01,Eastern Africa,No Homeless,0.0
1992-01-01,South America,No Homeless,249574.0
1992-01-01,Western Europe,No Homeless,0.0
1992-01-01,Eastern Asia,No Homeless,507901.0
1992-01-01,Caribbean,No Homeless,1700.0
1992-01-01,South-Eastern Asia,No Homeless,189521.0
1992-01-01,Northern Africa,No Homeless,27270.0
1992-01-01,Eastern Europe,No Homeless,0.0
1992-01-01,Southern Europe,No Homeless,6000.0
1992-01-01,Melanesia,No Homeless,0.0
1992-01-01,Australia and New Zealand,No Homeless,0.0
1992-01-01,Polynesia,No Homeless,0.0
1992-01-01,Northern Europe,No Homeless,0.0
1992-01-01,Western Asia,No Homeless,99000.0
1992-01-01,Micronesia,No Homeless,5000.0
1992-01-01,Southern Africa,No Homeless,0.0
1992-01-01,Middle Africa,No Homeless,250.0
1992-01-01,Russian Federation,No Homeless,0.0
1992-01-01,Central Asia,No Homeless,32938.0
1993-01-01,Western Africa,No Homeless,0.0
1993-01-01,Southern Asia,No Homeless,356300.0
1993-01-01,Central America,No Homeless,59240.0
1993-01-01,Northern America,No Homeless,300.0
1993-01-01,Eastern Africa,No Homeless,20739.0
1993-01-01,South America,No Homeless,11100.0
1993-01-01,Western Europe,No Homeless,0.0
1993-01-01,Eastern Asia,No Homeless,198343.0
1993-01-01,Caribbean,No Homeless,35092.0
1993-01-01,South-Eastern Asia,No Homeless,353695.0
1993-01-01,Northern Africa,No Homeless,2650.0
1993-01-01,Eastern Europe,No Homeless,200.0
1993-01-01,Southern Europe,No Homeless,0.0
1993-01-01,Melanesia,No Homeless,82000.0
1993-01-01,Australia and New Zealand,No Homeless,5545.0
1993-01-01,Polynesia,No Homeless,150.0
1993-01-01,Northern Europe,No Homeless,0.0
1993-01-01,Western Asia,No Homeless,12500.0
1993-01-01,Micronesia,No Homeless,0.0
1993-01-01,Southern Africa,No Homeless,15000.0
1993-01-01,Middle Africa,No Homeless,0.0
1993-01-01,Russian Federation,No Homeless,0.0
1993-01-01,Central Asia,No Homeless,60477.0
1994-01-01,Western Africa,No Homeless,500992.0
1994-01-01,Southern Asia,No Homeless,1065650.0
1994-01-01,Central America,No Homeless,16056.0
1994-01-01,Northern America,No Homeless,21030.0
1994-01-01,Eastern Africa,No Homeless,571019.0
1994-01-01,South America,No Homeless,47697.0
1994-01-01,Western Europe,No Homeless,0.0
1994-01-01,Eastern Asia,No Homeless,6310086.0
1994-01-01,Caribbean,No Homeless,129970.0
1994-01-01,South-Eastern Asia,No Homeless,450258.0
1994-01-01,Northern Africa,No Homeless,80000.0
1994-01-01,Eastern Europe,No Homeless,33429.0
1994-01-01,Southern Europe,No Homeless,10300.0
1994-01-01,Melanesia,No Homeless,46000.0
1994-01-01,Australia and New Zealand,No Homeless,1340.0
1994-01-01,Polynesia,No Homeless,0.0
1994-01-01,Northern Europe,No Homeless,0.0
1994-01-01,Western Asia,No Homeless,0.0
1994-01-01,Micronesia,No Homeless,0.0
1994-01-01,Southern Africa,No Homeless,2000.0
1994-01-01,Middle Africa,No Homeless,50.0
1994-01-01,Russian Federation,No Homeless,0.0
1994-01-01,Central Asia,No Homeless,14551.0
1995-01-01,Western Africa,No Homeless,290192.0
1995-01-01,Southern Asia,No Homeless,1730145.0
1995-01-01,Central America,No Homeless,63355.0
1995-01-01,Northern America,No Homeless,2000.0
1995-01-01,Eastern Africa,No Homeless,21300.0
1995-01-01,South America,No Homeless,126225.0
1995-01-01,Western Europe,No Homeless,0.0
1995-01-01,Eastern Asia,No Homeless,2090901.0
1995-01-01,Caribbean,No Homeless,21037.0
1995-01-01,South-Eastern Asia,No Homeless,1236570.0
1995-01-01,Northern Africa,No Homeless,3000.0
1995-01-01,Eastern Europe,No Homeless,6200.0
1995-01-01,Southern Europe,No Homeless,6300.0
1995-01-01,Melanesia,No Homeless,0.0
1995-01-01,Australia and New Zealand,No Homeless,200.0
1995-01-01,Polynesia,No Homeless,0.0
1995-01-01,Northern Europe,No Homeless,0.0
1995-01-01,Western Asia,No Homeless,204650.0
1995-01-01,Micronesia,No Homeless,0.0
