Year,Region,variable,value
1996-01-01,Southern Europe,Total Deaths,119.0
1996-01-01,Melanesia,Total Deaths,42.0
1996-01-01,Australia and New Zealand,Total Deaths,22.0
1996-01-01,Polynesia,Total Deaths,0.0
1996-01-01,Northern Europe,Total Deaths,7.0
1996-01-01,Western Asia,Total Deaths,345.0
1996-01-01,Micronesia,Total Deaths,0.0
1996-01-01,Southern Africa,Total Deaths,178.0
1996-01-01,Middle Africa,Total Deaths,726.0
1996-01-01,Russian Federation,Total Deaths,0.0
1996-01-01,Central Asia,Total Deaths,0.0
1997-01-01,Western Africa,Total Deaths,4659.0
1997-01-01,Southern Asia,Total Deaths,6648.0
1997-01-01,Central America,Total Deaths,571.0
1997-01-01,Northern America,Total Deaths,257.0
1997-01-01,Eastern Africa,Total Deaths,7898.0
1997-01-01,South America,Total Deaths,1394.0
1997-01-01,Western Europe,Total Deaths,58.0
1997-01-01,Eastern Asia,Total Deaths,1811.0
1997-01-01,Caribbean,Total Deaths,35.0
1997-01-01,South-Eastern Asia,Total Deaths,5294.0
1997-01-01,Northern Africa,Total Deaths,95.0
1997-01-01,Eastern Europe,Total Deaths,229.0
1997-01-01,Southern Europe,Total Deaths,129.0
1997-01-01,Melanesia,Total Deaths,117.0
1997-01-01,Australia and New Zealand,Total Deaths,24.0
1997-01-01,Polynesia,Total Deaths,19.0
1997-01-01,Northern Europe,Total Deaths,15.0
1997-01-01,Western Asia,Total Deaths,41.0
1997-01-01,Micronesia,Total Deaths,0.0
1997-01-01,Southern Africa,Total Deaths,15.0
1997-01-01,Middle Africa,Total Deaths,485.0
1997-01-01,Russian Federation,Total Deaths,0.0
1997-01-01,Central Asia,Total Deaths,230.0
1998-01-01,Western Africa,Total Deaths,937.0
1998-01-01,Southern Asia,Total Deaths,20192.0
1998-01-01,Central America,Total Deaths,19752.0
1998-01-01,Northern America,Total Deaths,397.0
1998-01-01,Eastern Africa,Total Deaths,3596.0
1998-01-01,South America,Total Deaths,443.0
1998-01-01,Western Europe,Total Deaths,19.0
1998-01-01,Eastern Asia,Total Deaths,5181.0
1998-01-01,Caribbean,Total Deaths,550.0
1998-01-01,South-Eastern Asia,Total Deaths,3539.0
1998-01-01,Northern Africa,Total Deaths,3269.0
1998-01-01,Eastern Europe,Total Deaths,359.0
1998-01-01,Southern Europe,Total Deaths,197.0
1998-01-01,Melanesia,Total Deaths,2296.0
1998-01-01,Australia and New Zealand,Total Deaths,20.0
1998-01-01,Polynesia,Total Deaths,13.0
1998-01-01,Northern Europe,Total Deaths,42.0
1998-01-01,Western Asia,Total Deaths,362.0
1998-01-01,Micronesia,Total Deaths,0.0
1998-01-01,Southern Africa,Total Deaths,43.0
1998-01-01,Middle Africa,Total Deaths,1356.0
1998-01-01,Russian Federation,Total Deaths,0.0
1998-01-01,Central Asia,Total Deaths,110.0
1999-01-01,Western Africa,Total Deaths,1706.0
1999-01-01,Southern Asia,Total Deaths,12901.0
1999-01-01,Central America,Total Deaths,800.0
1999-01-01,Northern America,Total Deaths,492.0
1999-01-01,Eastern Africa,Total Deaths,3994.0
1999-01-01,South America,Total Deaths,31480.0
1999-01-01,Western Europe,Total Deaths,289.0
1999-01-01,Eastern Asia,Total Deaths,4190.0
1999-01-01,Caribbean,Total Deaths,44.0
1999-01-01,South-Eastern Asia,Total Deaths,1449.0
1999-01-01,Northern Africa,Total Deaths,429.0
1999-01-01,Eastern Europe,Total Deaths,451.0
1999-01-01,Southern Europe,Total Deaths,161.0
1999-01-01,Melanesia,Total Deaths,58.0
1999-01-01,Australia and New Zealand,Total Deaths,8.0
1999-01-01,Polynesia,Total Deaths,1.0
1999-01-01,Northern Europe,Total Deaths,69.0
1999-01-01,Western Asia,Total Deaths,17983.0
1999-01-01,Micronesia,Total Deaths,0.0
1999-01-01,Southern Africa,Total Deaths,85.0
1999-01-01,Middle Africa,Total Deaths,262.0
1999-01-01,Russian Federation,Total Deaths,0.0
1999-01-01,Central Asia,Total Deaths,54.0
2000-01-01,Western Africa,Total Deaths,959.0
2000-01-01,Southern Asia,Total Deaths,4524.0
2000-01-01,Central America,Total Deaths,330.0
2000-01-01,Northern America,Total Deaths,173.0
2000-01-01,Eastern Africa,Total Deaths,3314.0
2000-01-01,South America,Total Deaths,478.0
2000-01-01,Western Europe,Total Deaths,40.0
2000-01-01,Eastern Asia,Total Deaths,943.0
2000-01-01,Caribbean,Total Deaths,18.0
2000-01-01,South-Eastern Asia,Total Deaths,2526.0
2000-01-01,Northern Africa,Total Deaths,243.0
2000-01-01,Eastern Europe,Total Deaths,430.0
2000-01-01,Southern Europe,Total Deaths,175.0
2000-01-01,Melanesia,Total Deaths,6.0
2000-01-01,Australia and New Zealand,Total Deaths,1.0
2000-01-01,Polynesia,Total Deaths,0.0
2000-01-01,Northern Europe,Total Deaths,19.0
2000-01-01,Western Asia,Total Deaths,252.0
2000-01-01,Micronesia,Total Deaths,25.0
2000-01-01,Southern Africa,Total Deaths,352.0
2000-01-01,Middle Africa,Total Deaths,1809.0
2000-01-01,Russian Federation,Total Deaths,0.0
2000-01-01,Central Asia,Total Deaths,22.0
2001-01-01,Western Africa,Total Deaths,5168.0
2001-01-01,Southern Asia,Total Deaths,22686.0
2001-01-01,Central America,Total Deaths,1307.0
2001-01-01,Northern America,Total Deaths,165.0
2001-01-01,Eastern Africa,Total Deaths,1906.0
2001-01-01,South America,Total Deaths,532.0
2001-01-01,Western Europe,Total Deaths,23.0
2001-01-01,Eastern Asia,Total Deaths,1363.0
2001-01-01,Caribbean,Total Deaths,37.0
2001-01-01,South-Eastern Asia,Total Deaths,1950.0
2001-01-01,Northern Africa,Total Deaths,939.0
2001-01-01,Eastern Europe,Total Deaths,1205.0
2001-01-01,Southern Europe,Total Deaths,53.0
2001-01-01,Melanesia,Total Deaths,3.0
2001-01-01,Australia and New Zealand,Total Deaths,6.0
2001-01-01,Polynesia,Total Deaths,0.0
2001-01-01,Northern Europe,Total Deaths,52.0
2001-01-01,Western Asia,Total Deaths,175.0
2001-01-01,Micronesia,Total Deaths,0.0
2001-01-01,Southern Africa,Total Deaths,185.0
2001-01-01,Middle Africa,Total Deaths,1743.0
2001-01-01,Russian Federation,Total Deaths,0.0
2001-01-01,Central Asia,Total Deaths,4.0
2002-01-01,Western Africa,Total Deaths,990.0
2002-01-01,Southern Asia,Total Deaths,9072.0
2002-01-01,Central America,Total Deaths,217.0
2002-01-01,Northern America,Total Deaths,489.0
2002-01-01,Eastern Africa,Total Deaths,2074.0
2002-01-01,South America,Total Deaths,601.0
2002-01-01,Western Europe,Total Deaths,106.0
2002-01-01,Eastern Asia,Total Deaths,2381.0
2002-01-01,Caribbean,Total Deaths,58.0
2002-01-01,South-Eastern Asia,Total Deaths,1055.0
2002-01-01,Northern Africa,Total Deaths,228.0
2002-01-01,Eastern Europe,Total Deaths,805.0
2002-01-01,Southern Europe,Total Deaths,70.0
2002-01-01,Melanesia,Total Deaths,183.0
2002-01-01,Australia and New Zealand,Total Deaths,2.0
2002-01-01,Polynesia,Total Deaths,0.0
2002-01-01,Northern Europe,Total Deaths,17.0
2002-01-01,Western Asia,Total Deaths,256.0
2002-01-01,Micronesia,Total Deaths,48.0
2002-01-01,Southern Africa,Total Deaths,127.0
2002-01-01,Middle Africa,Total Deaths,2885.0
2002-01-01,Russian Federation,Total Deaths,0.0
2002-01-01,Central Asia,Total Deaths,35.0
2003-01-01,Western Africa,Total Deaths,1479.0
2003-01-01,Southern Asia,Total Deaths,30785.0
2003-01-01,Central America,Total Deaths,411.0
2003-01-01,Northern America,Total Deaths,242.0
2003-01-01,Eastern Africa,Total Deaths,793.0
2003-01-01,South America,Total Deaths,914.0
2003-01-01,Western Europe,Total Deaths,32575.0
2003-01-01,Eastern Asia,Total Deaths,1290.0
2003-01-01,Caribbean,Total Deaths,151.0
2003-01-01,South-Eastern Asia,Total Deaths,1054.0
2003-01-01,Northern Africa,Total Deaths,2463.0
2003-01-01,Eastern Europe,Total Deaths,431.0
2003-01-01,Southern Europe,Total Deaths,38976.0
2003-01-01,Melanesia,Total Deaths,32.0
2003-01-01,Australia and New Zealand,Total Deaths,8.0
2003-01-01,Polynesia,Total Deaths,6.0
2003-01-01,Northern Europe,Total Deaths,316.0
2003-01-01,Western Asia,Total Deaths,243.0
2003-01-01,Micronesia,Total Deaths,0.0
2003-01-01,Southern Africa,Total Deaths,3.0
2003-01-01,Middle Africa,Total Deaths,913.0
2003-01-01,Russian Federation,Total Deaths,0.0
2003-01-01,Central Asia,Total Deaths,48.0
2004-01-01,Western Africa,Total Deaths,1129.0
2004-01-01,Southern Asia,Total Deaths,54675.0
2004-01-01,Central America,Total Deaths,107.0
2004-01-01,Northern America,Total Deaths,219.0
2004-01-01,Eastern Africa,Total Deaths,912.0
2004-01-01,South America,Total Deaths,309.0
2004-01-01,Western Europe,Total Deaths,13.0
2004-01-01,Eastern Asia,Total Deaths,1221.0
2004-01-01,Caribbean,Total Deaths,6205.0
2004-01-01,South-Eastern Asia,Total Deaths,177674.0
2004-01-01,Northern Africa,Total Deaths,776.0
2004-01-01,Eastern Europe,Total Deaths,88.0
2004-01-01,Southern Europe,Total Deaths,65.0
2004-01-01,Melanesia,Total Deaths,18.0
2004-01-01,Australia and New Zealand,Total Deaths,10.0
2004-01-01,Polynesia,Total Deaths,2.0
2004-01-01,Northern Europe,Total Deaths,0.0
2004-01-01,Western Asia,Total Deaths,103.0
2004-01-01,Micronesia,Total Deaths,5.0
2004-01-01,Southern Africa,Total Deaths,5.0
2004-01-01,Middle Africa,Total Deaths,1272.0
2004-01-01,Russian Federation,Total Deaths,0.0
2004-01-01,Central Asia,Total Deaths,97.0
2005-01-01,Western Africa,Total Deaths,1837.0
2005-01-01,Southern Asia,Total Deaths,80924.0
2005-01-01,Central America,Total Deaths,1871.0
2005-01-01,Northern America,Total Deaths,1977.0
2005-01-01,Eastern Africa,Total Deaths,812.0
2005-01-01,South America,Total Deaths,444.0
2005-01-01,Western Europe,Total Deaths,39.0
2005-01-01,Eastern Asia,Total Deaths,1449.0
2005-01-01,Caribbean,Total Deaths,127.0
2005-01-01,South-Eastern Asia,Total Deaths,1755.0
2005-01-01,Northern Africa,Total Deaths,678.0
2005-01-01,Eastern Europe,Total Deaths,1448.0
2005-01-01,Southern Europe,Total Deaths,547.0
2005-01-01,Melanesia,Total Deaths,2.0
2005-01-01,Australia and New Zealand,Total Deaths,16.0
2005-01-01,Polynesia,Total Deaths,9.0
2005-01-01,Northern Europe,Total Deaths,65.0
2005-01-01,Western Asia,Total Deaths,193.0
2005-01-01,Micronesia,Total Deaths,0.0
2005-01-01,Southern Africa,Total Deaths,2.0
2005-01-01,Middle Africa,Total Deaths,311.0
2005-01-01,Russian Federation,Total Deaths,0.0
2005-01-01,Central Asia,Total Deaths,27.0
2006-01-01,Western Africa,Total Deaths,1078.0
2006-01-01,Southern Asia,Total Deaths,2739.0
2006-01-01,Central America,Total Deaths,63.0
2006-01-01,Northern America,Total Deaths,327.0
2006-01-01,Eastern Africa,Total Deaths,2368.0
2006-01-01,South America,Total Deaths,254.0
2006-01-01,Western Europe,Total Deaths,3347.0
2006-01-01,Eastern Asia,Total Deaths,2507.0
2006-01-01,Caribbean,Total Deaths,22.0
2006-01-01,South-Eastern Asia,Total Deaths,11334.0
2006-01-01,Northern Africa,Total Deaths,1191.0
2006-01-01,Eastern Europe,Total Deaths,91.0
2006-01-01,Southern Europe,Total Deaths,75.0
2006-01-01,Melanesia,Total Deaths,20.0
2006-01-01,Australia and New Zealand,Total Deaths,4.0
2006-01-01,Polynesia,Total Deaths,0.0
2006-01-01,Northern Europe,Total Deaths,0.0
2006-01-01,Western Asia,Total Deaths,135.0
2006-01-01,Micronesia,Total Deaths,0.0
2006-01-01,Southern Africa,Total Deaths,498.0
2006-01-01,Middle Africa,Total Deaths,2713.0
2006-01-01,Russian Federation,Total Deaths,0.0
2006-01-01,Central Asia,Total Deaths,29.0
2007-01-01,Western Africa,Total Deaths,2113.0
2007-01-01,Southern Asia,Total Deaths,9435.0
2007-01-01,Central America,Total Deaths,297.0
2007-01-01,Northern America,Total Deaths,339.0
2007-01-01,Eastern Africa,Total Deaths,1925.0
2007-01-01,South America,Total Deaths,1128.0
2007-01-01,Western Europe,Total Deaths,39.0
2007-01-01,Eastern Asia,Total Deaths,1899.0
2007-01-01,Caribbean,Total Deaths,351.0
2007-01-01,South-Eastern Asia,Total Deaths,1836.0
2007-01-01,Northern Africa,Total Deaths,840.0
2007-01-01,Eastern Europe,Total Deaths,623.0
2007-01-01,Southern Europe,Total Deaths,128.0
2007-01-01,Melanesia,Total Deaths,231.0
2007-01-01,Australia and New Zealand,Total Deaths,11.0
2007-01-01,Polynesia,Total Deaths,0.0
2007-01-01,Northern Europe,Total Deaths,27.0
2007-01-01,Western Asia,Total Deaths,223.0
2007-01-01,Micronesia,Total Deaths,0.0
2007-01-01,Southern Africa,Total Deaths,64.0
2007-01-01,Middle Africa,Total Deaths,862.0
2007-01-01,Russian Federation,Total Deaths,0.0
2007-01-01,Central Asia,Total Deaths,49.0
2008-01-01,Western Africa,Total Deaths,1416.0
2008-01-01,Southern Asia,Total Deaths,3687.0
2008-01-01,Central America,Total Deaths,284.0
2008-01-01,Northern America,Total Deaths,303.0
2008-01-01,Eastern Africa,Total Deaths,5314.0
2008-01-01,South America,Total Deaths,618.0
2008-01-01,Western Europe,Total Deaths,21.0
2008-01-01,Eastern Asia,Total Deaths,88644.0
2008-01-01,Caribbean,Total Deaths,735.0
2008-01-01,South-Eastern Asia,Total Deaths,139925.0
2008-01-01,Northern Africa,Total Deaths,262.0
2008-01-01,Eastern Europe,Total Deaths,220.0
2008-01-01,Southern Europe,Total Deaths,13.0
2008-01-01,Melanesia,Total Deaths,17.0
2008-01-01,Australia and New Zealand,Total Deaths,8.0
2008-01-01,Polynesia,Total Deaths,0.0
2008-01-01,Northern Europe,Total Deaths,8.0
2008-01-01,Western Asia,Total Deaths,107.0
2008-01-01,Micronesia,Total Deaths,0.0
2008-01-01,Southern Africa,Total Deaths,168.0
2008-01-01,Middle Africa,Total Deaths,463.0
2008-01-01,Russian Federation,Total Deaths,0.0
2008-01-01,Central Asia,Total Deaths,75.0
2009-01-01,Western Africa,Total Deaths,2562.0
2009-01-01,Southern Asia,Total Deaths,3686.0
2009-01-01,Central America,Total Deaths,403.0
2009-01-01,Northern America,Total Deaths,147.0
2009-01-01,Eastern Africa,Total Deaths,975.0
2009-01-01,South America,Total Deaths,862.0
2009-01-01,Western Europe,Total Deaths,34.0
2009-01-01,Eastern Asia,Total Deaths,1320.0
2009-01-01,Caribbean,Total Deaths,53.0
2009-01-01,South-Eastern Asia,Total Deaths,3232.0
2009-01-01,Northern Africa,Total Deaths,114.0
2009-01-01,Eastern Europe,Total Deaths,371.0
2009-01-01,Southern Europe,Total Deaths,356.0
2009-01-01,Melanesia,Total Deaths,246.0
2009-01-01,Australia and New Zealand,Total Deaths,535.0
2009-01-01,Polynesia,Total Deaths,191.0
2009-01-01,Northern Europe,Total Deaths,8.0
2009-01-01,Western Asia,Total Deaths,236.0
2009-01-01,Micronesia,Total Deaths,0.0
2009-01-01,Southern Africa,Total Deaths,125.0
2009-01-01,Middle Africa,Total Deaths,608.0
2009-01-01,Russian Federation,Total Deaths,0.0
2009-01-01,Central Asia,Total Deaths,21.0
2010-01-01,Western Africa,Total Deaths,3176.0
2010-01-01,Southern Asia,Total Deaths,4156.0
2010-01-01,Central America,Total Deaths,766.0
2010-01-01,Northern America,Total Deaths,138.0
2010-01-01,Eastern Africa,Total Deaths,20959.0
2010-01-01,South America,Total Deaths,2275.0
2010-01-01,Western Europe,Total Deaths,93.0
2010-01-01,Eastern Asia,Total Deaths,7433.0
2010-01-01,Caribbean,Total Deaths,229728.0
2010-01-01,South-Eastern Asia,Total Deaths,3009.0
2010-01-01,Northern Africa,Total Deaths,136.0
2010-01-01,Eastern Europe,Total Deaths,56301.0
2010-01-01,Southern Europe,Total Deaths,69.0
2010-01-01,Melanesia,Total Deaths,4.0
2010-01-01,Australia and New Zealand,Total Deaths,36.0
2010-01-01,Polynesia,Total Deaths,1.0
2010-01-01,Northern Europe,Total Deaths,9.0
2010-01-01,Western Asia,Total Deaths,175.0
2010-01-01,Micronesia,Total Deaths,0.0
2010-01-01,Southern Africa,Total Deaths,48.0
2010-01-01,Middle Africa,Total Deaths,1148.0
2010-01-01,Russian Federation,Total Deaths,0.0
2010-01-01,Central Asia,Total Deaths,140.0
2011-01-01,Western Africa,Total Deaths,1135.0
2011-01-01,Southern Asia,Total Deaths,2175.0
2011-01-01,Central America,Total Deaths,297.0
2011-01-01,Northern America,Total Deaths,817.0
2011-01-01,Eastern Africa,Total Deaths,278.0
2011-01-01,South America,Total Deaths,1521.0
2011-01-01,Western Europe,Total Deaths,15.0
2011-01-01,Eastern Asia,Total Deaths,20917.0
2011-01-01,Caribbean,Total Deaths,53.0
2011-01-01,South-Eastern Asia,Total Deaths,3717.0
2011-01-01,Northern Africa,Total Deaths,30.0
2011-01-01,Eastern Europe,Total Deaths,27.0
2011-01-01,Southern Europe,Total Deaths,40.0
2011-01-01,Melanesia,Total Deaths,0.0
2011-01-01,Australia and New Zealand,Total Deaths,183.0
2011-01-01,Polynesia,Total Deaths,0.0
2011-01-01,Northern Europe,Total Deaths,6.0
2011-01-01,Western Asia,Total Deaths,693.0
2011-01-01,Micronesia,Total Deaths,0.0
2011-01-01,Southern Africa,Total Deaths,180.0
2011-01-01,Middle Africa,Total Deaths,2044.0
2011-01-01,Russian Federation,Total Deaths,0.0
2011-01-01,Central Asia,Total Deaths,15.0
2012-01-01,Western Africa,Total Deaths,1098.0
2012-01-01,Southern Asia,Total Deaths,2496.0
2012-01-01,Central America,Total Deaths,88.0
2012-01-01,Northern America,Total Deaths,318.0
2012-01-01,Eastern Africa,Total Deaths,448.0
2012-01-01,South America,Total Deaths,475.0
2012-01-01,Western Europe,Total Deaths,38.0
2012-01-01,Eastern Asia,Total Deaths,1164.0
2012-01-01,Caribbean,Total Deaths,371.0
2012-01-01,South-Eastern Asia,Total Deaths,2648.0
2012-01-01,Northern Africa,Total Deaths,322.0
2012-01-01,Eastern Europe,Total Deaths,1071.0
2012-01-01,Southern Europe,Total Deaths,136.0
2012-01-01,Melanesia,Total Deaths,82.0
2012-01-01,Australia and New Zealand,Total Deaths,7.0
2012-01-01,Polynesia,Total Deaths,12.0
2012-01-01,Northern Europe,Total Deaths,49.0
2012-01-01,Western Asia,Total Deaths,46.0
2012-01-01,Micronesia,Total Deaths,0.0
2012-01-01,Southern Africa,Total Deaths,13.0
2012-01-01,Middle Africa,Total Deaths,767.0
2012-01-01,Russian Federation,Total Deaths,0.0
2012-01-01,Central Asia,Total Deaths,19.0
2013-01-01,Western Africa,Total Deaths,145.0
2013-01-01,Southern Asia,Total Deaths,8411.0
2013-01-01,Central America,Total Deaths,292.0
2013-01-01,Northern America,Total Deaths,226.0
2013-01-01,Eastern Africa,Total Deaths,872.0
2013-01-01,South America,Total Deaths,504.0
2013-01-01,Western Europe,Total Deaths,21.0
2013-01-01,Eastern Asia,Total Deaths,1856.0
2013-01-01,Caribbean,Total Deaths,26.0
2013-01-01,South-Eastern Asia,Total Deaths,8549.0
2013-01-01,Northern Africa,Total Deaths,191.0
2013-01-01,Eastern Europe,Total Deaths,64.0
2013-01-01,Southern Europe,Total Deaths,29.0
2013-01-01,Melanesia,Total Deaths,18.0
2013-01-01,Australia and New Zealand,Total Deaths,9.0
2013-01-01,Polynesia,Total Deaths,0.0
2013-01-01,Northern Europe,Total Deaths,782.0
2013-01-01,Western Asia,Total Deaths,107.0
2013-01-01,Micronesia,Total Deaths,0.0
2013-01-01,Southern Africa,Total Deaths,32.0
2013-01-01,Middle Africa,Total Deaths,25.0
2013-01-01,Russian Federation,Total Deaths,0.0
2013-01-01,Central Asia,Total Deaths,0.0
2014-01-01,Western Africa,Total Deaths,12590.0
2014-01-01,Southern Asia,Total Deaths,3083.0
2014-01-01,Central America,Total Deaths,47.0
2014-01-01,Northern America,Total Deaths,205.0
2014-01-01,Eastern Africa,Total Deaths,307.0
2014-01-01,South America,Total Deaths,868.0
2014-01-01,Western Europe,Total Deaths,32.0
2014-01-01,Eastern Asia,Total Deaths,1917.0
2014-01-01,Caribbean,Total Deaths,14.0
2014-01-01,South-Eastern Asia,Total Deaths,769.0
2014-01-01,Northern Africa,Total Deaths,254.0
2014-01-01,Eastern Europe,Total Deaths,124.0
2014-01-01,Southern Europe,Total Deaths,111.0
2014-01-01,Melanesia,Total Deaths,59.0
2014-01-01,Australia and New Zealand,Total Deaths,141.0
2014-01-01,Polynesia,Total Deaths,1.0
2014-01-01,Northern Europe,Total Deaths,6.0
2014-01-01,Western Asia,Total Deaths,0.0
2014-01-01,Micronesia,Total Deaths,0.0
2014-01-01,Southern Africa,Total Deaths,44.0
2014-01-01,Middle Africa,Total Deaths,325.0
2014-01-01,Russian Federation,Total Deaths,0.0
2014-01-01,Central Asia,Total Deaths,25.0
2015-01-01,Western Africa,Total Deaths,381.0
2015-01-01,Southern Asia,Total Deaths,14993.0
2015-01-01,Central America,Total Deaths,415.0
2015-01-01,Northern America,Total Deaths,328.0
2015-01-01,Eastern Africa,Total Deaths,1418.0
2015-01-01,South America,Total Deaths,413.0
2015-01-01,Western Europe,Total Deaths,3708.0
2015-01-01,Eastern Asia,Total Deaths,649.0
2015-01-01,Caribbean,Total Deaths,249.0
2015-01-01,South-Eastern Asia,Total Deaths,582.0
2015-01-01,Northern Africa,Total Deaths,236.0
2015-01-01,Eastern Europe,Total Deaths,115.0
2015-01-01,Southern Europe,Total Deaths,29.0
2015-01-01,Melanesia,Total Deaths,44.0
2015-01-01,Australia and New Zealand,Total Deaths,17.0
2015-01-01,Polynesia,Total Deaths,0.0
2015-01-01,Northern Europe,Total Deaths,4.0
2015-01-01,Western Asia,Total Deaths,189.0
2015-01-01,Micronesia,Total Deaths,5.0
2015-01-01,Southern Africa,Total Deaths,0.0
2015-01-01,Middle Africa,Total Deaths,519.0
2015-01-01,Russian Federation,Total Deaths,0.0
2015-01-01,Central Asia,Total Deaths,14.0
2016-01-01,Western Africa,Total Deaths,1493.0
2016-01-01,Southern Asia,Total Deaths,2201.0
2016-01-01,Central America,Total Deaths,123.0
2016-01-01,Northern America,Total Deaths,269.0
2016-01-01,Eastern Africa,Total Deaths,964.0
2016-01-01,South America,Total Deaths,1043.0
2016-01-01,Western Europe,Total Deaths,14.0
2016-01-01,Eastern Asia,Total Deaths,2167.0
2016-01-01,Caribbean,Total Deaths,621.0
2016-01-01,South-Eastern Asia,Total Deaths,717.0
2016-01-01,Northern Africa,Total Deaths,299.0
2016-01-01,Eastern Europe,Total Deaths,66.0
2016-01-01,Southern Europe,Total Deaths,336.0
2016-01-01,Melanesia,Total Deaths,47.0
2016-01-01,Australia and New Zealand,Total Deaths,10.0
2016-01-01,Polynesia,Total Deaths,0.0
2016-01-01,Northern Europe,Total Deaths,0.0
2016-01-01,Western Asia,Total Deaths,77.0
2016-01-01,Micronesia,Total Deaths,0.0
2016-01-01,Southern Africa,Total Deaths,24.0
2016-01-01,Middle Africa,Total Deaths,239.0
2016-01-01,Russian Federation,Total Deaths,0.0
2016-01-01,Central Asia,Total Deaths,4.0
2017-01-01,Western Africa,Total Deaths,1404.0
2017-01-01,Southern Asia,Total Deaths,4506.0
2017-01-01,Central America,Total Deaths,591.0
2017-01-01,Northern America,Total Deaths,338.0
2017-01-01,Eastern Africa,Total Deaths,1082.0
2017-01-01,South America,Total Deaths,795.0
2017-01-01,Western Europe,Total Deaths,21.0
2017-01-01,Eastern Asia,Total Deaths,596.0
2017-01-01,Caribbean,Total Deaths,226.0
2017-01-01,South-Eastern Asia,Total Deaths,778.0
2017-01-01,Northern Africa,Total Deaths,682.0
2017-01-01,Eastern Europe,Total Deaths,111.0
2017-01-01,Southern Europe,Total Deaths,199.0
2017-01-01,Melanesia,Total Deaths,0.0
2017-01-01,Australia and New Zealand,Total Deaths,12.0
2017-01-01,Polynesia,Total Deaths,0.0
2017-01-01,Northern Europe,Total Deaths,0.0
2017-01-01,Western Asia,Total Deaths,102.0
2017-01-01,Micronesia,Total Deaths,0.0
2017-01-01,Southern Africa,Total Deaths,32.0
2017-01-01,Middle Africa,Total Deaths,394.0
2017-01-01,Russian Federation,Total Deaths,0.0
2017-01-01,Central Asia,Total Deaths,37.0
2018-01-01,Western Africa,Total Deaths,561.0
2018-01-01,Southern Asia,Total Deaths,1971.0
2018-01-01,Central America,Total Deaths,518.0
2018-01-01,Northern America,Total Deaths,360.0
2018-01-01,Eastern Africa,Total Deaths,550.0
2018-01-01,South America,Total Deaths,83.0
2018-01-01,Western Europe,Total Deaths,32.0
2018-01-01,Eastern Asia,Total Deaths,1114.0
2018-01-01,Caribbean,Total Deaths,26.0
2018-01-01,South-Eastern Asia,Total Deaths,6481.0
2018-01-01,Northern Africa,Total Deaths,65.0
2018-01-01,Eastern Europe,Total Deaths,203.0
2018-01-01,Southern Europe,Total Deaths,149.0
2018-01-01,Melanesia,Total Deaths,188.0
2018-01-01,Australia and New Zealand,Total Deaths,0.0
2018-01-01,Polynesia,Total Deaths,0.0
2018-01-01,Northern Europe,Total Deaths,14.0
2018-01-01,Western Asia,Total Deaths,162.0
2018-01-01,Micronesia,Total Deaths,2.0
2018-01-01,Southern Africa,Total Deaths,0.0
2018-01-01,Middle Africa,Total Deaths,2529.0
2018-01-01,Russian Federation,Total Deaths,0.0
2018-01-01,Central Asia,Total Deaths,6.0
2019-01-01,Western Africa,Total Deaths,278.0
2019-01-01,Southern Asia,Total Deaths,3643.0
2019-01-01,Central America,Total Deaths,186.0
2019-01-01,Northern America,Total Deaths,154.0
2019-01-01,Eastern Africa,Total Deaths,2149.0
2019-01-01,South America,Total Deaths,545.0
2019-01-01,Western Europe,Total Deaths,2588.0
2019-01-01,Eastern Asia,Total Deaths,900.0
2019-01-01,Caribbean,Total Deaths,410.0
2019-01-01,South-Eastern Asia,Total Deaths,1720.0
2019-01-01,Northern Africa,Total Deaths,213.0
2019-01-01,Eastern Europe,Total Deaths,68.0
2019-01-01,Southern Europe,Total Deaths,94.0
2019-01-01,Melanesia,Total Deaths,13.0
2019-01-01,Australia and New Zealand,Total Deaths,56.0
2019-01-01,Polynesia,Total Deaths,39.0
2019-01-01,Northern Europe,Total Deaths,7.0
2019-01-01,Western Asia,Total Deaths,1018.0
2019-01-01,Micronesia,Total Deaths,0.0
2019-01-01,Southern Africa,Total Deaths,102.0
2019-01-01,Middle Africa,Total Deaths,8268.0
2019-01-01,Russian Federation,Total Deaths,0.0
2019-01-01,Central Asia,Total Deaths,4.0
2020-01-01,Western Africa,Total Deaths,472.0
2020-01-01,Southern Asia,Total Deaths,4067.0
2020-01-01,Central America,Total Deaths,570.0
2020-01-01,Northern America,Total Deaths,254.0
2020-01-01,Eastern Africa,Total Deaths,634.0
2020-01-01,South America,Total Deaths,310.0
2020-01-01,Western Europe,Total Deaths,3804.0
2020-01-01,Eastern Asia,Total Deaths,661.0
2020-01-01,Caribbean,Total Deaths,58.0
2020-01-01,South-Eastern Asia,Total Deaths,983.0
2020-01-01,Northern Africa,Total Deaths,201.0
2020-01-01,Eastern Europe,Total Deaths,27.0
2020-01-01,Southern Europe,Total Deaths,56.0
2020-01-01,Melanesia,Total Deaths,83.0
2020-01-01,Australia and New Zealand,Total Deaths,1.0
2020-01-01,Polynesia,Total Deaths,0.0
2020-01-01,Northern Europe,Total Deaths,2569.0
2020-01-01,Western Asia,Total Deaths,325.0
2020-01-01,Micronesia,Total Deaths,0.0
2020-01-01,Southern Africa,Total Deaths,13.0
2020-01-01,Middle Africa,Total Deaths,194.0
2020-01-01,Russian Federation,Total Deaths,0.0
