Year,Region,variable,value
2001-01-01,South-Eastern Asia,No Injured,730.0
2001-01-01,Northern Africa,No Injured,423.0
2001-01-01,Eastern Europe,No Injured,325.0
2001-01-01,Southern Europe,No Injured,0.0
2001-01-01,Melanesia,No Injured,1.0
2001-01-01,Australia and New Zealand,No Injured,58.0
2001-01-01,Polynesia,No Injured,0.0
2001-01-01,Northern Europe,No Injured,0.0
2001-01-01,Western Asia,No Injured,348.0
2001-01-01,Micronesia,No Injured,0.0
2001-01-01,Southern Africa,No Injured,53.0
2001-01-01,Middle Africa,No Injured,31.0
2001-01-01,Russian Federation,No Injured,0.0
2001-01-01,Central Asia,No Injured,27.0
2002-01-01,Western Africa,No Injured,3.0
2002-01-01,Southern Asia,No Injured,3953.0
2002-01-01,Central America,No Injured,284.0
2002-01-01,Northern America,No Injured,328.0
2002-01-01,Eastern Africa,No Injured,1683.0
2002-01-01,South America,No Injured,206.0
2002-01-01,Western Europe,No Injured,132.0
2002-01-01,Eastern Asia,No Injured,40399.0
2002-01-01,Caribbean,No Injured,4.0
2002-01-01,South-Eastern Asia,No Injured,2206.0
2002-01-01,Northern Africa,No Injured,107.0
2002-01-01,Eastern Europe,No Injured,1263.0
2002-01-01,Southern Europe,No Injured,271.0
2002-01-01,Melanesia,No Injured,95.0
2002-01-01,Australia and New Zealand,No Injured,4.0
2002-01-01,Polynesia,No Injured,0.0
2002-01-01,Northern Europe,No Injured,0.0
2002-01-01,Western Asia,No Injured,478.0
2002-01-01,Micronesia,No Injured,148.0
2002-01-01,Southern Africa,No Injured,566.0
2002-01-01,Middle Africa,No Injured,440.0
2002-01-01,Russian Federation,No Injured,0.0
2002-01-01,Central Asia,No Injured,63.0
2003-01-01,Western Africa,No Injured,19.0
2003-01-01,Southern Asia,No Injured,28818.0
2003-01-01,Central America,No Injured,1278.0
2003-01-01,Northern America,No Injured,620.0
2003-01-01,Eastern Africa,No Injured,115.0
2003-01-01,South America,No Injured,699.0
2003-01-01,Western Europe,No Injured,81.0
2003-01-01,Eastern Asia,No Injured,160201.0
2003-01-01,Caribbean,No Injured,93.0
2003-01-01,South-Eastern Asia,No Injured,517.0
2003-01-01,Northern Africa,No Injured,10567.0
2003-01-01,Eastern Europe,No Injured,5.0
2003-01-01,Southern Europe,No Injured,52.0
2003-01-01,Melanesia,No Injured,121.0
2003-01-01,Australia and New Zealand,No Injured,150.0
2003-01-01,Polynesia,No Injured,3.0
2003-01-01,Northern Europe,No Injured,0.0
2003-01-01,Western Asia,No Injured,772.0
2003-01-01,Micronesia,No Injured,0.0
2003-01-01,Southern Africa,No Injured,0.0
2003-01-01,Middle Africa,No Injured,2573.0
2003-01-01,Russian Federation,No Injured,0.0
2003-01-01,Central Asia,No Injured,628.0
2004-01-01,Western Africa,No Injured,712.0
2004-01-01,Southern Asia,No Injured,36202.0
2004-01-01,Central America,No Injured,58.0
2004-01-01,Northern America,No Injured,62.0
2004-01-01,Eastern Africa,No Injured,1288.0
2004-01-01,South America,No Injured,1800274.0
2004-01-01,Western Europe,No Injured,0.0
2004-01-01,Eastern Asia,No Injured,28704.0
2004-01-01,Caribbean,No Injured,2810.0
2004-01-01,South-Eastern Asia,No Injured,11954.0
2004-01-01,Northern Africa,No Injured,1303.0
2004-01-01,Eastern Europe,No Injured,86.0
2004-01-01,Southern Europe,No Injured,218.0
2004-01-01,Melanesia,No Injured,8.0
2004-01-01,Australia and New Zealand,No Injured,0.0
2004-01-01,Polynesia,No Injured,62.0
2004-01-01,Northern Europe,No Injured,8.0
2004-01-01,Western Asia,No Injured,437.0
2004-01-01,Micronesia,No Injured,8.0
2004-01-01,Southern Africa,No Injured,0.0
2004-01-01,Middle Africa,No Injured,0.0
2004-01-01,Russian Federation,No Injured,0.0
2004-01-01,Central Asia,No Injured,18.0
2005-01-01,Western Africa,No Injured,4.0
2005-01-01,Southern Asia,No Injured,139664.0
2005-01-01,Central America,No Injured,422.0
2005-01-01,Northern America,No Injured,47.0
2005-01-01,Eastern Africa,No Injured,65.0
2005-01-01,South America,No Injured,717.0
2005-01-01,Western Europe,No Injured,168.0
2005-01-01,Eastern Asia,No Injured,13655.0
2005-01-01,Caribbean,No Injured,58.0
2005-01-01,South-Eastern Asia,No Injured,1506.0
2005-01-01,Northern Africa,No Injured,5.0
2005-01-01,Eastern Europe,No Injured,11961.0
2005-01-01,Southern Europe,No Injured,140.0
2005-01-01,Melanesia,No Injured,0.0
2005-01-01,Australia and New Zealand,No Injured,20.0
2005-01-01,Polynesia,No Injured,9.0
2005-01-01,Northern Europe,No Injured,0.0
2005-01-01,Western Asia,No Injured,287.0
2005-01-01,Micronesia,No Injured,0.0
2005-01-01,Southern Africa,No Injured,58.0
2005-01-01,Middle Africa,No Injured,15.0
2005-01-01,Russian Federation,No Injured,0.0
2005-01-01,Central Asia,No Injured,3.0
2006-01-01,Western Africa,No Injured,19.0
2006-01-01,Southern Asia,No Injured,4053.0
2006-01-01,Central America,No Injured,0.0
2006-01-01,Northern America,No Injured,296.0
2006-01-01,Eastern Africa,No Injured,165.0
2006-01-01,South America,No Injured,290.0
2006-01-01,Western Europe,No Injured,302.0
2006-01-01,Eastern Asia,No Injured,7920.0
2006-01-01,Caribbean,No Injured,18.0
2006-01-01,South-Eastern Asia,No Injured,143696.0
2006-01-01,Northern Africa,No Injured,9.0
2006-01-01,Eastern Europe,No Injured,544.0
2006-01-01,Southern Europe,No Injured,9.0
2006-01-01,Melanesia,No Injured,0.0
2006-01-01,Australia and New Zealand,No Injured,30.0
2006-01-01,Polynesia,No Injured,0.0
2006-01-01,Northern Europe,No Injured,0.0
2006-01-01,Western Asia,No Injured,55.0
2006-01-01,Micronesia,No Injured,0.0
2006-01-01,Southern Africa,No Injured,0.0
2006-01-01,Middle Africa,No Injured,66.0
2006-01-01,Russian Federation,No Injured,0.0
2006-01-01,Central Asia,No Injured,24.0
2007-01-01,Western Africa,No Injured,194.0
2007-01-01,Southern Asia,No Injured,55661.0
2007-01-01,Central America,No Injured,18.0
2007-01-01,Northern America,No Injured,521.0
2007-01-01,Eastern Africa,No Injured,201.0
2007-01-01,South America,No Injured,1883.0
2007-01-01,Western Europe,No Injured,133.0
2007-01-01,Eastern Asia,No Injured,9885.0
2007-01-01,Caribbean,No Injured,370.0
2007-01-01,South-Eastern Asia,No Injured,3317.0
2007-01-01,Northern Africa,No Injured,340.0
2007-01-01,Eastern Europe,No Injured,187.0
2007-01-01,Southern Europe,No Injured,94.0
2007-01-01,Melanesia,No Injured,9.0
2007-01-01,Australia and New Zealand,No Injured,0.0
2007-01-01,Polynesia,No Injured,0.0
2007-01-01,Northern Europe,No Injured,1.0
2007-01-01,Western Asia,No Injured,48.0
2007-01-01,Micronesia,No Injured,0.0
2007-01-01,Southern Africa,No Injured,0.0
2007-01-01,Middle Africa,No Injured,262.0
2007-01-01,Russian Federation,No Injured,0.0
2007-01-01,Central Asia,No Injured,3.0
2008-01-01,Western Africa,No Injured,97.0
2008-01-01,Southern Asia,No Injured,1314.0
2008-01-01,Central America,No Injured,12.0
2008-01-01,Northern America,No Injured,768.0
2008-01-01,Eastern Africa,No Injured,1432.0
2008-01-01,South America,No Injured,207.0
2008-01-01,Western Europe,No Injured,6.0
2008-01-01,Eastern Asia,No Injured,369678.0
2008-01-01,Caribbean,No Injured,107.0
2008-01-01,South-Eastern Asia,No Injured,21340.0
2008-01-01,Northern Africa,No Injured,122.0
2008-01-01,Eastern Europe,No Injured,630.0
2008-01-01,Southern Europe,No Injured,240.0
2008-01-01,Melanesia,No Injured,0.0
2008-01-01,Australia and New Zealand,No Injured,0.0
2008-01-01,Polynesia,No Injured,0.0
2008-01-01,Northern Europe,No Injured,100.0
2008-01-01,Western Asia,No Injured,64.0
2008-01-01,Micronesia,No Injured,0.0
2008-01-01,Southern Africa,No Injured,101.0
2008-01-01,Middle Africa,No Injured,113.0
2008-01-01,Russian Federation,No Injured,0.0
2008-01-01,Central Asia,No Injured,142.0
2009-01-01,Western Africa,No Injured,1037.0
2009-01-01,Southern Asia,No Injured,7814.0
2009-01-01,Central America,No Injured,241.0
2009-01-01,Northern America,No Injured,250.0
2009-01-01,Eastern Africa,No Injured,199.0
2009-01-01,South America,No Injured,24806.0
2009-01-01,Western Europe,No Injured,200.0
2009-01-01,Eastern Asia,No Injured,1494.0
2009-01-01,Caribbean,No Injured,0.0
2009-01-01,South-Eastern Asia,No Injured,5746.0
2009-01-01,Northern Africa,No Injured,76.0
2009-01-01,Eastern Europe,No Injured,98.0
2009-01-01,Southern Europe,No Injured,1640.0
2009-01-01,Melanesia,No Injured,0.0
2009-01-01,Australia and New Zealand,No Injured,2500.0
2009-01-01,Polynesia,No Injured,317.0
2009-01-01,Northern Europe,No Injured,47.0
2009-01-01,Western Asia,No Injured,37.0
2009-01-01,Micronesia,No Injured,0.0
2009-01-01,Southern Africa,No Injured,0.0
2009-01-01,Middle Africa,No Injured,1456.0
2009-01-01,Russian Federation,No Injured,0.0
2009-01-01,Central Asia,No Injured,0.0
2010-01-01,Western Africa,No Injured,1274.0
2010-01-01,Southern Asia,No Injured,4418.0
2010-01-01,Central America,No Injured,758.0
2010-01-01,Northern America,No Injured,271.0
2010-01-01,Eastern Africa,No Injured,159.0
2010-01-01,South America,No Injured,11254.0
2010-01-01,Western Europe,No Injured,79.0
2010-01-01,Eastern Asia,No Injured,13884.0
2010-01-01,Caribbean,No Injured,577546.0
2010-01-01,South-Eastern Asia,No Injured,128557.0
2010-01-01,Northern Africa,No Injured,61.0
2010-01-01,Eastern Europe,No Injured,1066.0
2010-01-01,Southern Europe,No Injured,143.0
2010-01-01,Melanesia,No Injured,2.0
2010-01-01,Australia and New Zealand,No Injured,2.0
2010-01-01,Polynesia,No Injured,19.0
2010-01-01,Northern Europe,No Injured,0.0
2010-01-01,Western Asia,No Injured,130.0
2010-01-01,Micronesia,No Injured,0.0
2010-01-01,Southern Africa,No Injured,0.0
2010-01-01,Middle Africa,No Injured,133.0
2010-01-01,Russian Federation,No Injured,0.0
2010-01-01,Central Asia,No Injured,1141.0
2011-01-01,Western Africa,No Injured,180.0
2011-01-01,Southern Asia,No Injured,1470.0
2011-01-01,Central America,No Injured,38.0
2011-01-01,Northern America,No Injured,3618.0
2011-01-01,Eastern Africa,No Injured,391.0
2011-01-01,South America,No Injured,475.0
2011-01-01,Western Europe,No Injured,74.0
2011-01-01,Eastern Asia,No Injured,30398.0
2011-01-01,Caribbean,No Injured,232.0
2011-01-01,South-Eastern Asia,No Injured,6959.0
2011-01-01,Northern Africa,No Injured,73.0
2011-01-01,Eastern Europe,No Injured,14.0
2011-01-01,Southern Europe,No Injured,301.0
2011-01-01,Melanesia,No Injured,0.0
2011-01-01,Australia and New Zealand,No Injured,1545.0
2011-01-01,Polynesia,No Injured,0.0
2011-01-01,Northern Europe,No Injured,0.0
2011-01-01,Western Asia,No Injured,4507.0
2011-01-01,Micronesia,No Injured,0.0
2011-01-01,Southern Africa,No Injured,538.0
2011-01-01,Middle Africa,No Injured,1.0
2011-01-01,Russian Federation,No Injured,0.0
2011-01-01,Central Asia,No Injured,0.0
2012-01-01,Western Africa,No Injured,867.0
2012-01-01,Southern Asia,No Injured,5926.0
2012-01-01,Central America,No Injured,446.0
2012-01-01,Northern America,No Injured,437.0
2012-01-01,Eastern Africa,No Injured,642.0
2012-01-01,South America,No Injured,476.0
2012-01-01,Western Europe,No Injured,0.0
2012-01-01,Eastern Asia,No Injured,41314.0
2012-01-01,Caribbean,No Injured,27.0
2012-01-01,South-Eastern Asia,No Injured,3592.0
2012-01-01,Northern Africa,No Injured,236.0
2012-01-01,Eastern Europe,No Injured,9225.0
2012-01-01,Southern Europe,No Injured,441.0
2012-01-01,Melanesia,No Injured,0.0
2012-01-01,Australia and New Zealand,No Injured,7.0
2012-01-01,Polynesia,No Injured,2.0
2012-01-01,Northern Europe,No Injured,0.0
2012-01-01,Western Asia,No Injured,86.0
2012-01-01,Micronesia,No Injured,0.0
2012-01-01,Southern Africa,No Injured,0.0
2012-01-01,Middle Africa,No Injured,145.0
2012-01-01,Russian Federation,No Injured,0.0
2012-01-01,Central Asia,No Injured,50.0
2013-01-01,Western Africa,No Injured,357.0
2013-01-01,Southern Asia,No Injured,7926.0
2013-01-01,Central America,No Injured,52.0
2013-01-01,Northern America,No Injured,1002.0
2013-01-01,Eastern Africa,No Injured,1907.0
2013-01-01,South America,No Injured,680.0
2013-01-01,Western Europe,No Injured,86.0
2013-01-01,Eastern Asia,No Injured,72377.0
2013-01-01,Caribbean,No Injured,37.0
2013-01-01,South-Eastern Asia,No Injured,33173.0
2013-01-01,Northern Africa,No Injured,133.0
2013-01-01,Eastern Europe,No Injured,2869.0
2013-01-01,Southern Europe,No Injured,21.0
2013-01-01,Melanesia,No Injured,0.0
2013-01-01,Australia and New Zealand,No Injured,4.0
2013-01-01,Polynesia,No Injured,0.0
2013-01-01,Northern Europe,No Injured,0.0
2013-01-01,Western Asia,No Injured,3110.0
2013-01-01,Micronesia,No Injured,0.0
2013-01-01,Southern Africa,No Injured,518.0
2013-01-01,Middle Africa,No Injured,97.0
2013-01-01,Russian Federation,No Injured,0.0
2013-01-01,Central Asia,No Injured,0.0
2014-01-01,Western Africa,No Injured,59899.0
2014-01-01,Southern Asia,No Injured,2066.0
2014-01-01,Central America,No Injured,675.0
2014-01-01,Northern America,No Injured,305.0
2014-01-01,Eastern Africa,No Injured,9556.0
2014-01-01,South America,No Injured,592.0
2014-01-01,Western Europe,No Injured,1.0
2014-01-01,Eastern Asia,No Injured,26211.0
2014-01-01,Caribbean,No Injured,0.0
2014-01-01,South-Eastern Asia,No Injured,2569.0
2014-01-01,Northern Africa,No Injured,1210.0
2014-01-01,Eastern Europe,No Injured,3540.0
2014-01-01,Southern Europe,No Injured,30.0
2014-01-01,Melanesia,No Injured,6.0
2014-01-01,Australia and New Zealand,No Injured,12.0
2014-01-01,Polynesia,No Injured,14.0
2014-01-01,Northern Europe,No Injured,0.0
2014-01-01,Western Asia,No Injured,324.0
2014-01-01,Micronesia,No Injured,0.0
2014-01-01,Southern Africa,No Injured,2.0
2014-01-01,Middle Africa,No Injured,1017.0
2014-01-01,Russian Federation,No Injured,0.0
2014-01-01,Central Asia,No Injured,47.0
2015-01-01,Western Africa,No Injured,4254.0
2015-01-01,Southern Asia,No Injured,103665.0
2015-01-01,Central America,No Injured,15695.0
2015-01-01,Northern America,No Injured,234.0
2015-01-01,Eastern Africa,No Injured,38585.0
2015-01-01,South America,No Injured,293.0
2015-01-01,Western Europe,No Injured,0.0
2015-01-01,Eastern Asia,No Injured,16928.0
2015-01-01,Caribbean,No Injured,23.0
2015-01-01,South-Eastern Asia,No Injured,206.0
2015-01-01,Northern Africa,No Injured,101.0
2015-01-01,Eastern Europe,No Injured,994.0
2015-01-01,Southern Europe,No Injured,30.0
2015-01-01,Melanesia,No Injured,0.0
2015-01-01,Australia and New Zealand,No Injured,164.0
2015-01-01,Polynesia,No Injured,0.0
2015-01-01,Northern Europe,No Injured,0.0
2015-01-01,Western Asia,No Injured,6732.0
2015-01-01,Micronesia,No Injured,10.0
2015-01-01,Southern Africa,No Injured,0.0
2015-01-01,Middle Africa,No Injured,5494.0
2015-01-01,Russian Federation,No Injured,0.0
2015-01-01,Central Asia,No Injured,14.0
2016-01-01,Western Africa,No Injured,16528.0
2016-01-01,Southern Asia,No Injured,957.0
2016-01-01,Central America,No Injured,1.0
2016-01-01,Northern America,No Injured,289.0
2016-01-01,Eastern Africa,No Injured,15361.0
2016-01-01,South America,No Injured,7638.0
2016-01-01,Western Europe,No Injured,24.0
2016-01-01,Eastern Asia,No Injured,6580.0
2016-01-01,Caribbean,No Injured,14210.0
2016-01-01,South-Eastern Asia,No Injured,93447.0
2016-01-01,Northern Africa,No Injured,4534.0
2016-01-01,Eastern Europe,No Injured,3.0
2016-01-01,Southern Europe,No Injured,804.0
2016-01-01,Melanesia,No Injured,1708.0
2016-01-01,Australia and New Zealand,No Injured,2066.0
2016-01-01,Polynesia,No Injured,0.0
2016-01-01,Northern Europe,No Injured,0.0
2016-01-01,Western Asia,No Injured,339.0
2016-01-01,Micronesia,No Injured,0.0
2016-01-01,Southern Africa,No Injured,20.0
2016-01-01,Middle Africa,No Injured,2911.0
2016-01-01,Russian Federation,No Injured,0.0
2016-01-01,Central Asia,No Injured,0.0
2017-01-01,Western Africa,No Injured,14056.0
2017-01-01,Southern Asia,No Injured,170119.0
2017-01-01,Central America,No Injured,6256.0
2017-01-01,Northern America,No Injured,560.0
2017-01-01,Eastern Africa,No Injured,26626.0
2017-01-01,South America,No Injured,1280.0
2017-01-01,Western Europe,No Injured,167.0
2017-01-01,Eastern Asia,No Injured,1881.0
2017-01-01,Caribbean,No Injured,271.0
2017-01-01,South-Eastern Asia,No Injured,1017.0
2017-01-01,Northern Africa,No Injured,30874.0
2017-01-01,Eastern Europe,No Injured,922.0
2017-01-01,Southern Europe,No Injured,565.0
2017-01-01,Melanesia,No Injured,0.0
2017-01-01,Australia and New Zealand,No Injured,2.0
2017-01-01,Polynesia,No Injured,4.0
2017-01-01,Northern Europe,No Injured,0.0
2017-01-01,Western Asia,No Injured,1135.0
2017-01-01,Micronesia,No Injured,0.0
2017-01-01,Southern Africa,No Injured,18.0
2017-01-01,Middle Africa,No Injured,1684.0
2017-01-01,Russian Federation,No Injured,0.0
2017-01-01,Central Asia,No Injured,0.0
2018-01-01,Western Africa,No Injured,6382.0
2018-01-01,Southern Asia,No Injured,2128.0
2018-01-01,Central America,No Injured,45.0
2018-01-01,Northern America,No Injured,79.0
2018-01-01,Eastern Africa,No Injured,107707.0
2018-01-01,South America,No Injured,1753.0
2018-01-01,Western Europe,No Injured,134.0
2018-01-01,Eastern Asia,No Injured,51748.0
2018-01-01,Caribbean,No Injured,421.0
2018-01-01,South-Eastern Asia,No Injured,95549.0
2018-01-01,Northern Africa,No Injured,121.0
2018-01-01,Eastern Europe,No Injured,3.0
2018-01-01,Southern Europe,No Injured,735.0
2018-01-01,Melanesia,No Injured,300.0
2018-01-01,Australia and New Zealand,No Injured,0.0
2018-01-01,Polynesia,No Injured,0.0
2018-01-01,Northern Europe,No Injured,4.0
2018-01-01,Western Asia,No Injured,288.0
2018-01-01,Micronesia,No Injured,124.0
2018-01-01,Southern Africa,No Injured,0.0
2018-01-01,Middle Africa,No Injured,8785.0
2018-01-01,Russian Federation,No Injured,0.0
2018-01-01,Central Asia,No Injured,0.0
2019-01-01,Western Africa,No Injured,23061.0
2019-01-01,Southern Asia,No Injured,82503.0
2019-01-01,Central America,No Injured,122306.0
2019-01-01,Northern America,No Injured,335.0
2019-01-01,Eastern Africa,No Injured,17668.0
2019-01-01,South America,No Injured,82042.0
2019-01-01,Western Europe,No Injured,46.0
2019-01-01,Eastern Asia,No Injured,25242.0
2019-01-01,Caribbean,No Injured,17105.0
2019-01-01,South-Eastern Asia,No Injured,133436.0
2019-01-01,Northern Africa,No Injured,1033.0
2019-01-01,Eastern Europe,No Injured,361.0
2019-01-01,Southern Europe,No Injured,1156.0
2019-01-01,Melanesia,No Injured,15.0
2019-01-01,Australia and New Zealand,No Injured,47.0
2019-01-01,Polynesia,No Injured,501.0
2019-01-01,Northern Europe,No Injured,0.0
2019-01-01,Western Asia,No Injured,521082.0
2019-01-01,Micronesia,No Injured,0.0
2019-01-01,Southern Africa,No Injured,20.0
2019-01-01,Middle Africa,No Injured,222691.0
2019-01-01,Russian Federation,No Injured,0.0
2019-01-01,Central Asia,No Injured,0.0
2020-01-01,Western Africa,No Injured,1572.0
2020-01-01,Southern Asia,No Injured,1095.0
2020-01-01,Central America,No Injured,54.0
2020-01-01,Northern America,No Injured,531.0
2020-01-01,Eastern Africa,No Injured,74.0
2020-01-01,South America,No Injured,80.0
2020-01-01,Western Europe,No Injured,65.0
2020-01-01,Eastern Asia,No Injured,206.0
2020-01-01,Caribbean,No Injured,2572.0
2020-01-01,South-Eastern Asia,No Injured,902.0
2020-01-01,Northern Africa,No Injured,413.0
2020-01-01,Eastern Europe,No Injured,29.0
2020-01-01,Southern Europe,No Injured,106.0
2020-01-01,Melanesia,No Injured,0.0
2020-01-01,Australia and New Zealand,No Injured,0.0
2020-01-01,Polynesia,No Injured,0.0
2020-01-01,Northern Europe,No Injured,10.0
2020-01-01,Western Asia,No Injured,3019.0
2020-01-01,Micronesia,No Injured,0.0
2020-01-01,Southern Africa,No Injured,0.0
2020-01-01,Middle Africa,No Injured,84.0
2020-01-01,Russian Federation,No Injured,0.0
2020-01-01,Central Asia,No Injured,50.0
2021-01-01,Western Africa,No Injured,75096.0
2021-01-01,Southern Asia,No Injured,761.0
2021-01-01,Central America,No Injured,4.0
2021-01-01,Northern America,No Injured,89.0
2021-01-01,Eastern Africa,No Injured,19.0
2021-01-01,South America,No Injured,781.0
2021-01-01,Western Europe,No Injured,776.0
2021-01-01,Eastern Asia,No Injured,1031.0
2021-01-01,Caribbean,No Injured,12766.0
2021-01-01,South-Eastern Asia,No Injured,931.0
2021-01-01,Northern Africa,No Injured,58.0
2021-01-01,Eastern Europe,No Injured,217.0
2021-01-01,Southern Europe,No Injured,23.0
2021-01-01,Melanesia,No Injured,0.0
2021-01-01,Australia and New Zealand,No Injured,0.0
2021-01-01,Polynesia,No Injured,0.0
2021-01-01,Northern Europe,No Injured,0.0
2021-01-01,Western Asia,No Injured,485.0
2021-01-01,Micronesia,No Injured,0.0
2021-01-01,Southern Africa,No Injured,0.0
2021-01-01,Middle Africa,No Injured,635.0
2021-01-01,Russian Federation,No Injured,0.0
2021-01-01,Central Asia,No Injured,6.0
1900-01-01,Western Africa,No Affected,0.0
1900-01-01,Southern Asia,No Affected,0.0
1900-01-01,Central America,No Affected,0.0
1900-01-01,Northern America,No Affected,0.0
1900-01-01,Eastern Africa,No Affected,0.0
1900-01-01,South America,No Affected,0.0
1900-01-01,Western Europe,No Affected,0.0
1900-01-01,Eastern Asia,No Affected,0.0
1900-01-01,Caribbean,No Affected,0.0
1900-01-01,South-Eastern Asia,No Affected,0.0
1900-01-01,Northern Africa,No Affected,0.0
1900-01-01,Eastern Europe,No Affected,0.0
1900-01-01,Southern Europe,No Affected,0.0
1900-01-01,Melanesia,No Affected,0.0
1900-01-01,Australia and New Zealand,No Affected,0.0
1900-01-01,Polynesia,No Affected,0.0
1900-01-01,Northern Europe,No Affected,0.0
1900-01-01,Western Asia,No Affected,0.0
1900-01-01,Micronesia,No Affected,0.0
1900-01-01,Southern Africa,No Affected,0.0
1900-01-01,Middle Africa,No Affected,0.0
1900-01-01,Russian Federation,No Affected,0.0
1900-01-01,Central Asia,No Affected,0.0
1902-01-01,Western Africa,No Affected,0.0
1902-01-01,Southern Asia,No Affected,0.0
1902-01-01,Central America,No Affected,0.0
1902-01-01,Northern America,No Affected,0.0
1902-01-01,Eastern Africa,No Affected,0.0
1902-01-01,South America,No Affected,0.0
1902-01-01,Western Europe,No Affected,0.0
1902-01-01,Eastern Asia,No Affected,0.0
1902-01-01,Caribbean,No Affected,0.0
1902-01-01,South-Eastern Asia,No Affected,0.0
1902-01-01,Northern Africa,No Affected,0.0
1902-01-01,Eastern Europe,No Affected,0.0
1902-01-01,Southern Europe,No Affected,0.0
1902-01-01,Melanesia,No Affected,0.0
1902-01-01,Australia and New Zealand,No Affected,0.0
1902-01-01,Polynesia,No Affected,0.0
1902-01-01,Northern Europe,No Affected,0.0
1902-01-01,Western Asia,No Affected,17480.0
1902-01-01,Micronesia,No Affected,0.0
1902-01-01,Southern Africa,No Affected,0.0
1902-01-01,Middle Africa,No Affected,0.0
1902-01-01,Russian Federation,No Affected,125112.0
1902-01-01,Central Asia,No Affected,0.0
1903-01-01,Western Africa,No Affected,0.0
1903-01-01,Southern Asia,No Affected,0.0
1903-01-01,Central America,No Affected,0.0
1903-01-01,Northern America,No Affected,0.0
1903-01-01,Eastern Africa,No Affected,0.0
1903-01-01,South America,No Affected,0.0
1903-01-01,Western Europe,No Affected,0.0
1903-01-01,Eastern Asia,No Affected,0.0
1903-01-01,Caribbean,No Affected,0.0
1903-01-01,South-Eastern Asia,No Affected,0.0
1903-01-01,Northern Africa,No Affected,0.0
1903-01-01,Eastern Europe,No Affected,0.0
1903-01-01,Southern Europe,No Affected,0.0
1903-01-01,Melanesia,No Affected,0.0
1903-01-01,Australia and New Zealand,No Affected,0.0
1903-01-01,Polynesia,No Affected,0.0
1903-01-01,Northern Europe,No Affected,0.0
1903-01-01,Western Asia,No Affected,60000.0
1903-01-01,Micronesia,No Affected,0.0
1903-01-01,Southern Africa,No Affected,0.0
1903-01-01,Middle Africa,No Affected,0.0
1903-01-01,Russian Federation,No Affected,0.0
1903-01-01,Central Asia,No Affected,0.0
1904-01-01,Western Africa,No Affected,0.0
1904-01-01,Southern Asia,No Affected,0.0
1904-01-01,Central America,No Affected,0.0
1904-01-01,Northern America,No Affected,0.0
1904-01-01,Eastern Africa,No Affected,0.0
1904-01-01,South America,No Affected,0.0
1904-01-01,Western Europe,No Affected,0.0
1904-01-01,Eastern Asia,No Affected,0.0
1904-01-01,Caribbean,No Affected,0.0
1904-01-01,South-Eastern Asia,No Affected,0.0
1904-01-01,Northern Africa,No Affected,0.0
1904-01-01,Eastern Europe,No Affected,0.0
1904-01-01,Southern Europe,No Affected,1620.0
1904-01-01,Melanesia,No Affected,0.0
1904-01-01,Australia and New Zealand,No Affected,0.0
1904-01-01,Polynesia,No Affected,0.0
1904-01-01,Northern Europe,No Affected,0.0
1904-01-01,Western Asia,No Affected,0.0
1904-01-01,Micronesia,No Affected,0.0
1904-01-01,Southern Africa,No Affected,0.0
1904-01-01,Middle Africa,No Affected,0.0
1904-01-01,Russian Federation,No Affected,0.0
1904-01-01,Central Asia,No Affected,0.0
1905-01-01,Western Africa,No Affected,0.0
1905-01-01,Southern Asia,No Affected,0.0
1905-01-01,Central America,No Affected,0.0
1905-01-01,Northern America,No Affected,0.0
1905-01-01,Eastern Africa,No Affected,0.0
1905-01-01,South America,No Affected,0.0
1905-01-01,Western Europe,No Affected,0.0
1905-01-01,Eastern Asia,No Affected,177.0
1905-01-01,Caribbean,No Affected,0.0
1905-01-01,South-Eastern Asia,No Affected,0.0
1905-01-01,Northern Africa,No Affected,0.0
1905-01-01,Eastern Europe,No Affected,0.0
1905-01-01,Southern Europe,No Affected,0.0
1905-01-01,Melanesia,No Affected,0.0
1905-01-01,Australia and New Zealand,No Affected,0.0
1905-01-01,Polynesia,No Affected,0.0
1905-01-01,Northern Europe,No Affected,0.0
1905-01-01,Western Asia,No Affected,0.0
1905-01-01,Micronesia,No Affected,0.0
1905-01-01,Southern Africa,No Affected,0.0
1905-01-01,Middle Africa,No Affected,0.0
1905-01-01,Russian Federation,No Affected,0.0
1905-01-01,Central Asia,No Affected,0.0
1906-01-01,Western Africa,No Affected,0.0
1906-01-01,Southern Asia,No Affected,0.0
1906-01-01,Central America,No Affected,0.0
1906-01-01,Northern America,No Affected,0.0
1906-01-01,Eastern Africa,No Affected,0.0
1906-01-01,South America,No Affected,0.0
1906-01-01,Western Europe,No Affected,0.0
1906-01-01,Eastern Asia,No Affected,10000.0
1906-01-01,Caribbean,No Affected,0.0
1906-01-01,South-Eastern Asia,No Affected,0.0
1906-01-01,Northern Africa,No Affected,0.0
1906-01-01,Eastern Europe,No Affected,0.0
1906-01-01,Southern Europe,No Affected,0.0
1906-01-01,Melanesia,No Affected,0.0
1906-01-01,Australia and New Zealand,No Affected,0.0
1906-01-01,Polynesia,No Affected,0.0
1906-01-01,Northern Europe,No Affected,0.0
1906-01-01,Western Asia,No Affected,0.0
1906-01-01,Micronesia,No Affected,0.0
1906-01-01,Southern Africa,No Affected,0.0
1906-01-01,Middle Africa,No Affected,0.0
1906-01-01,Russian Federation,No Affected,0.0
